case_number,latitude,longitude,cluster
JK223371,41.80753,-87.61869,6
JK222808,41.697754,-87.61229,4
JK224768,41.883526,-87.63092,5
JK222731,41.82435,-87.70804,1
JK222738,41.761673,-87.572495,0
JK224814,41.76139,-87.65578,6
JK223996,41.792076,-87.7957,1
JK222730,41.779724,-87.64646,6
JK222716,41.782806,-87.690315,1
JK222709,41.766468,-87.72245,1
JK225034,41.87819,-87.74934,7
JK228037,41.889744,-87.7652,7
JK223336,41.919266,-87.774345,3
JK234208,41.705864,-87.53649,0
JK222688,41.82932,-87.6794,1
JK223334,41.88852,-87.64282,5
JK222710,41.815033,-87.60313,6
JK226882,41.947178,-87.657234,2
JK222695,41.80213,-87.61368,6
JK222677,41.695988,-87.59665,4
JK222686,41.74777,-87.665794,4
JK222697,41.78552,-87.73857,1
JK222665,41.8089,-87.61019,6
JK223591,41.97537,-87.744026,3
JK222647,41.88247,-87.627846,5
JK222691,41.79367,-87.663704,1
JK223063,41.936337,-87.65071,2
JK222713,41.861942,-87.73361,7
JK223748,41.750896,-87.627815,6
JK222657,41.77147,-87.71654,1
JK237126,41.942787,-87.6639,2
JK223459,41.7733,-87.67133,1
JK223711,41.80755,-87.74859,1
JK222673,41.721626,-87.62449,4
JK229800,41.995403,-87.744194,3
JK222722,41.75856,-87.557304,0
JK225025,41.891693,-87.69005,7
JK223454,41.903305,-87.67007,5
JK222675,41.9031,-87.68244,7
JK222591,41.947227,-87.65555,2
JK222605,41.78229,-87.6005,6
JK222671,41.957336,-87.77203,3
JK223547,41.87714,-87.72153,7
JK225143,41.835686,-87.62064,6
JK224266,41.800476,-87.66232,6
JK224267,41.911404,-87.67383,2
JK222640,41.906662,-87.731316,7
JK222567,41.865524,-87.72272,7
JK222593,41.96726,-87.655235,2
JK223605,41.828762,-87.61443,6
JK222588,41.744106,-87.6645,4
JK223368,41.890324,-87.65461,5
JK222607,41.899967,-87.62655,5
JK222558,41.94783,-87.67518,2
JK222771,41.902912,-87.76811,3
JK222597,41.66346,-87.61964,4
JK222560,41.903774,-87.63932,5
JK227256,41.915714,-87.746056,3
JK222561,41.85845,-87.71032,7
JK226347,41.891533,-87.63784,5
JK222621,41.976852,-87.655,2
JK222600,41.747536,-87.66943,4
JK222601,41.93526,-87.709946,2
JK222729,41.749317,-87.56863,0
JK222535,41.87767,-87.62929,5
JK224286,41.91139,-87.75164,3
JK222574,41.96558,-87.76124,3
JK223652,41.89612,-87.722435,7
JK222750,41.702038,-87.56322,0
JK222706,41.94819,-87.65436,2
JK222529,41.893387,-87.62123,5
JK222582,41.931583,-87.742775,3
JK222516,41.92629,-87.785545,3
JK222504,41.859016,-87.710724,7
JK223062,41.810547,-87.610245,6
JK225597,41.92904,-87.651825,2
JK222585,41.722363,-87.583824,0
JK222489,41.802063,-87.61864,6
JK222521,41.87105,-87.69717,7
JK223610,41.90096,-87.62761,5
JK224297,41.927998,-87.67321,2
JK222517,41.87291,-87.757935,7
JK222481,41.67975,-87.631424,4
JK223271,41.77875,-87.59227,6
JK224751,41.807617,-87.69418,1
JK223538,41.79277,-87.76017,1
JK239579,41.787575,-87.792625,1
JK222662,41.936787,-87.78588,3
JK222624,41.70183,-87.53408,0
JK224643,41.710133,-87.65379,4
JK222459,41.808636,-87.64553,6
JK222528,41.954617,-87.70804,2
JK222554,41.827934,-87.68165,1
JK222465,41.917435,-87.702866,7
JK222455,41.750492,-87.654305,4
JK224931,41.882393,-87.627846,5
JK222477,41.721622,-87.6247,4
JK222903,41.868572,-87.68365,7
JK224817,41.754,-87.663025,1
JK222905,41.814724,-87.68829,1
JK222502,41.871532,-87.74493,7
JK222449,41.77675,-87.67143,1
JK222598,41.90613,-87.667564,5
JK222416,41.74724,-87.55888,0
JK222428,41.90268,-87.72564,7
JK222534,41.876682,-87.62428,5
JK222448,41.65439,-87.60358,4
JK222420,41.73288,-87.64841,4
JK222439,41.905823,-87.62825,5
JK222435,41.699482,-87.607346,4
JK229775,41.967827,-87.657616,2
JK222525,41.93019,-87.6477,2
JK222415,41.747177,-87.59296,0
JK223264,41.77503,-87.776886,1
JK224583,41.67903,-87.6299,4
JK222431,41.908215,-87.713036,7
JK226790,41.754707,-87.567505,0
JK224398,41.851257,-87.67663,5
JK225755,41.96591,-87.65886,2
JK226020,41.98407,-87.7665,3
JK225574,41.780228,-87.5962,6
JK222642,41.752174,-87.55183,0
JK223317,41.78295,-87.60436,6
JK223851,41.864822,-87.65662,5
JK222369,41.69431,-87.6208,4
JK222403,41.906143,-87.73543,7
JK222371,41.689823,-87.62633,4
JK222552,41.748623,-87.60026,0
JK223035,41.917564,-87.753395,3
JK222385,41.808064,-87.660095,6
JK222387,41.96939,-87.700485,2
JK222461,41.89595,-87.72857,7
JK222375,41.80882,-87.59682,6
JK222609,41.89595,-87.72857,7
JK222483,41.751328,-87.6756,1
JK222844,41.88183,-87.64355,5
JK222541,41.894947,-87.754875,7
JK223611,41.965702,-87.67252,2
JK222380,41.80403,-87.60946,6
JK222405,41.859978,-87.71645,7
JK224559,41.95293,-87.70554,2
JK226043,41.988037,-87.6602,2
JK222358,41.733738,-87.55058,0
JK234878,41.910534,-87.65383,5
JK222337,41.893845,-87.62423,5
JK222873,41.76831,-87.624916,6
JK222595,41.878223,-87.62729,5
JK223353,41.889282,-87.7658,7
JK223527,41.729687,-87.64952,4
JK234852,41.805157,-87.743095,1
JK222559,41.759354,-87.55813,0
JK222362,41.689823,-87.62637,4
JK225691,41.981705,-87.666145,2
JK223700,41.695477,-87.71317,4
JK222312,41.763206,-87.65597,6
JK233189,41.68541,-87.6148,4
JK222388,41.82462,-87.644745,6
JK222322,41.86023,-87.71402,7
JK222317,41.770874,-87.59112,0
JK222266,41.874348,-87.72608,7
JK222292,41.92807,-87.77708,3
JK223788,41.794426,-87.58252,6
JK223670,41.820984,-87.6014,6
JK222507,41.74864,-87.65642,4
JK222617,41.782524,-87.765564,1
JK222413,41.872845,-87.69932,7
JK223821,41.80338,-87.728355,1
JK223974,41.78373,-87.60438,6
JK222263,41.80863,-87.66301,1
JK222357,41.76466,-87.621666,6
JK222579,41.95344,-87.74496,3
JK222269,41.960327,-87.778725,3
JK223118,41.673206,-87.617676,4
JK222254,41.902645,-87.72807,7
JK222301,41.851845,-87.70004,7
JK222242,41.773983,-87.60579,6
JK222422,41.93537,-87.717735,2
JK222236,41.67783,-87.62051,4
JK223384,41.770725,-87.61055,6
JK222237,41.69865,-87.53528,0
JK222245,41.916927,-87.74702,3
JK222899,41.871788,-87.63357,5
JK222451,41.837116,-87.60824,6
JK225829,41.720894,-87.56067,0
JK225922,41.659145,-87.6047,4
JK222462,41.779655,-87.65127,6
JK222862,41.962173,-87.67899,2
JK222229,41.89542,-87.72054,7
JK222273,41.77608,-87.61433,6
JK234916,41.89399,-87.702156,7
JK229600,41.774265,-87.61308,6
JK222240,41.80544,-87.606476,6
JK222685,41.880707,-87.62992,5
JK222663,41.930107,-87.806465,3
JK222228,41.8799,-87.68326,7
JK222280,41.705944,-87.55965,0
JK222219,41.742043,-87.60856,0
JK222222,41.78743,-87.621704,6
JK222195,41.884514,-87.67428,5
JK222206,41.811455,-87.6943,1
JK222277,41.88067,-87.633,5
JK223663,41.9247,-87.70865,2
JK222184,41.89906,-87.72179,7
JK223380,41.872707,-87.62419,5
JK222177,41.882767,-87.629425,5
JK226463,41.79986,-87.62098,6
JK222347,41.78953,-87.68758,1
JK222189,41.926014,-87.75253,3
JK222191,41.969044,-87.6583,2
JK243148,41.75561,-87.63442,6
JK222374,41.875042,-87.633644,5
JK222163,41.78048,-87.66667,1
JK222161,41.90951,-87.755,3
JK222411,41.884632,-87.67062,5
JK222257,41.75037,-87.610054,0
JK222157,41.775875,-87.703064,1
JK222153,41.84682,-87.6473,5
JK222167,41.872276,-87.72032,7
JK222145,41.695988,-87.59665,4
JK224761,41.83615,-87.65203,5
JK222164,41.76493,-87.57627,0
JK224459,41.87459,-87.69858,7
JK222479,41.97855,-87.76598,3
JK222361,41.876644,-87.63517,5
JK222333,41.68155,-87.63319,4
JK222135,41.966064,-87.68883,2
JK222129,41.758373,-87.558426,0
JK222154,41.81579,-87.62301,6
JK234226,41.900673,-87.66387,5
JK222196,41.71859,-87.643135,4
JK222204,41.78145,-87.65294,6
JK222138,41.986,-87.655266,2
JK222212,41.88018,-87.694756,7
JK222833,41.94952,-87.786415,3
JK222238,41.8155,-87.69732,1
JK222468,41.793232,-87.721375,1
JK222278,41.873096,-87.627174,5
JK223919,41.784977,-87.73394,1
JK225554,41.7589,-87.63694,6
JK222101,41.886974,-87.627594,5
JK222104,41.703472,-87.62276,4
JK222102,41.87931,-87.76035,7
JK222550,41.724903,-87.65953,4
JK222160,41.696705,-87.53166,0
JK222098,41.748066,-87.641525,4
JK222096,41.868034,-87.63921,5
JK224377,41.888367,-87.64432,5
JK241607,41.72639,-87.64335,4
JK222094,41.879063,-87.757645,7
JK222105,41.759285,-87.74171,1
JK223111,41.886814,-87.628365,5
JK222122,41.9502,-87.649,2
JK222147,41.931583,-87.74261,3
JK222214,41.924404,-87.73343,3
JK222400,41.791637,-87.658455,6
JK222289,41.763954,-87.56891,0
JK222086,41.85483,-87.705345,7
JK222078,41.765697,-87.615906,6
JK222087,41.861935,-87.70676,7
JK222075,41.762337,-87.65162,6
JK229043,41.892628,-87.63116,5
JK222433,41.89257,-87.62208,5
JK222074,41.762745,-87.62651,6
JK222070,41.806866,-87.61652,6
JK222130,41.947296,-87.65116,2
JK222151,41.789604,-87.721375,1
JK223511,41.856186,-87.62717,5
JK223043,41.93077,-87.73519,3
JK222097,41.8633,-87.646805,5
JK222065,41.808575,-87.66826,1
JK222092,41.892956,-87.7616,7
JK222048,41.7997,-87.616104,6
JK222055,41.75625,-87.57487,0
JK222073,41.961124,-87.713585,2
JK222053,41.97192,-87.74636,3
JK223648,41.760685,-87.576965,0
JK222035,41.87699,-87.687904,7
JK222031,41.757584,-87.60536,0
JK222268,41.9084,-87.72892,7
JK222032,41.734737,-87.61075,0
JK222081,41.712917,-87.6054,4
JK223666,41.98904,-87.66212,2
JK222036,41.694416,-87.66647,4
JK222378,41.86779,-87.65976,5
JK222511,41.78777,-87.80009,1
JK222664,41.77695,-87.58853,6
JK222140,41.77543,-87.640755,6
JK222421,41.86779,-87.65976,5
JK222467,41.688213,-87.61324,4
JK222027,41.805367,-87.61011,6
JK229957,41.767246,-87.57633,0
JK222626,41.903725,-87.7099,7
JK223995,41.8442,-87.7287,7
JK223561,41.764305,-87.651665,6
JK222537,41.910427,-87.68057,2
JK222037,41.903214,-87.72632,7
JK222040,41.903214,-87.72632,7
JK222110,41.759674,-87.64882,6
JK222013,41.758495,-87.609825,6
JK222044,41.996826,-87.6923,2
JK222009,41.69002,-87.53373,0
JK222007,41.917614,-87.72168,7
JK222014,41.87251,-87.662895,5
JK222002,41.88411,-87.77057,7
JK222856,41.98158,-87.83658,3
JK222324,41.91227,-87.76561,3
JK221986,41.759007,-87.56494,0
JK221982,41.79451,-87.60622,6
JK221989,41.783802,-87.647316,6
JK222329,41.753654,-87.62634,6
JK222364,41.94591,-87.65547,2
JK225626,41.886536,-87.64095,5
JK223665,41.84162,-87.617195,5
JK222453,41.815094,-87.704254,1
JK222393,41.77731,-87.6408,6
JK222188,41.800907,-87.68366,1
JK222213,41.782974,-87.61209,6
JK221997,41.912876,-87.71178,7
JK221974,41.784122,-87.63759,6
JK222930,41.93654,-87.64271,2
JK221988,41.783802,-87.647316,6
JK221973,41.795414,-87.699615,1
JK221995,41.88358,-87.70948,7
JK221972,41.763123,-87.57623,0
JK221967,41.898163,-87.6375,5
JK222239,41.728924,-87.569435,0
JK222653,41.8967,-87.62639,5
JK221983,41.748825,-87.708466,1
JK221958,41.811615,-87.70828,1
JK221965,41.792988,-87.66821,1
JK236716,41.89981,-87.72622,7
JK221968,41.878582,-87.74633,7
JK222205,41.94579,-87.66762,2
JK221960,41.87843,-87.758354,7
JK222302,41.702736,-87.53597,0
JK228525,41.946857,-87.67903,2
JK222150,41.900024,-87.62306,5
JK221949,41.99509,-87.68735,2
JK222762,41.91115,-87.63598,5
JK231826,41.903145,-87.63064,5
JK224915,41.76604,-87.6845,1
JK225054,41.86852,-87.624115,5
JK222549,41.746433,-87.5547,0
JK222275,41.756477,-87.55287,0
JK221977,41.886845,-87.7651,7
JK222843,41.910065,-87.71076,7
JK228905,41.893288,-87.65654,5
JK222109,41.779766,-87.71136,1
JK222112,41.705696,-87.52924,0
JK222668,41.91315,-87.75624,3
JK222071,41.878727,-87.67816,5
JK221984,41.893223,-87.63153,5
JK222134,41.888405,-87.765144,7
JK234577,41.96365,-87.724236,3
JK222121,41.886337,-87.62069,5
JK221981,41.733166,-87.55409,0
JK221943,41.850704,-87.73231,7
JK222342,41.78295,-87.60436,6
JK221950,41.75379,-87.64655,6
JK221918,41.734547,-87.585594,0
JK221923,41.92238,-87.702866,2
JK223575,41.90183,-87.62801,5
JK222394,41.82408,-87.63377,6
JK226575,41.77143,-87.653076,6
JK221980,41.873512,-87.72055,7
JK221925,41.74953,-87.55407,0
JK221917,41.892776,-87.708916,7
JK221929,41.77544,-87.633316,6
JK221906,41.903122,-87.7251,7
JK221933,41.877808,-87.624306,5
JK221910,41.886612,-87.763405,7
JK221912,41.679745,-87.63158,4
JK221921,41.875534,-87.74509,7
JK222366,41.94895,-87.70299,2
JK222220,41.69952,-87.61478,4
JK222148,41.744987,-87.60015,0
JK231991,41.91776,-87.75096,3
JK222583,41.948807,-87.66934,2
JK222084,41.885345,-87.709885,7
JK222407,41.902435,-87.7408,7
JK221887,41.778473,-87.66787,1
JK222004,41.75193,-87.64407,4
JK223456,41.748676,-87.59905,0
JK221888,41.909386,-87.76505,3
JK221877,41.903248,-87.7251,7
JK222542,41.87291,-87.63063,5
JK221883,41.88481,-87.76334,7
JK222610,41.781693,-87.70397,1
JK221904,41.808857,-87.66498,1
JK222425,41.961437,-87.73275,3
JK221908,41.89336,-87.666084,5
JK222143,41.81073,-87.60172,6
JK221884,41.794888,-87.675545,1
JK224631,41.77311,-87.586296,0
JK223446,41.7203,-87.65423,4
JK221895,41.776897,-87.679794,1
JK221942,41.778847,-87.71099,1
JK221872,41.98562,-87.70167,2
JK221911,41.7353,-87.69577,1
JK221873,41.721302,-87.655876,4
JK221869,41.67519,-87.6358,4
JK221866,41.709827,-87.62718,4
JK223628,41.861694,-87.72871,7
JK222572,41.808636,-87.60562,6
JK222106,41.92085,-87.76096,3
JK222178,41.770874,-87.59112,0
JK222896,41.797417,-87.6319,6
JK222182,41.799217,-87.620964,6
JK221858,41.798927,-87.67569,1
JK222566,41.851433,-87.73219,7
JK223507,41.857178,-87.66613,5
JK222026,41.87529,-87.72382,7
JK222682,41.917953,-87.77239,3
JK223683,41.778103,-87.591446,6
JK221985,41.92561,-87.74635,3
JK221854,41.871532,-87.74493,7
JK221846,41.860004,-87.718895,7
JK222879,41.94505,-87.654785,2
JK221948,41.96156,-87.75359,3
JK221841,41.824177,-87.69955,1
JK221834,41.94511,-87.65483,2
JK222202,41.784065,-87.60554,6
JK222264,41.69159,-87.69918,4
JK221915,41.823727,-87.693245,1
JK222170,41.743713,-87.56612,0
JK221864,41.935394,-87.652306,2
JK221825,41.809307,-87.62162,6
JK221856,41.74397,-87.5858,0
JK221833,41.70119,-87.62216,4
JK221832,41.685627,-87.66431,4
JK221828,41.93723,-87.6443,2
JK221815,41.89421,-87.77012,3
JK221896,41.755558,-87.65023,6
JK221830,41.95801,-87.65275,2
JK221842,41.920906,-87.7389,3
JK221935,41.82483,-87.61362,6
JK222287,41.857178,-87.66613,5
JK222627,41.86566,-87.692604,7
JK223332,41.7777,-87.61315,6
JK221879,41.72709,-87.59854,0
JK221805,41.779907,-87.63536,6
JK221820,41.783085,-87.61448,6
JK222181,41.73285,-87.56711,0
JK222303,41.961388,-87.73275,3
JK222527,41.97264,-87.718376,2
JK221951,41.760555,-87.68558,1
JK222200,41.894268,-87.705284,7
JK223447,41.711834,-87.64539,4
JK222051,41.9624,-87.66098,2
JK221848,41.84918,-87.730156,7
JK221817,41.691696,-87.69032,4
JK221899,41.81141,-87.66991,1
JK221824,41.831635,-87.650986,5
JK221789,41.94045,-87.651085,2
JK224696,41.97618,-87.87642,3
JK221802,41.907154,-87.63968,5
JK221799,41.862988,-87.70375,7
JK221868,41.784668,-87.62221,6
JK221777,41.79472,-87.58044,6
JK239899,41.80188,-87.69036,1
JK221790,41.743034,-87.611465,0
JK221796,41.732845,-87.580475,0
JK221852,41.909203,-87.68965,7
JK221801,41.931236,-87.66836,2
JK221784,41.880417,-87.72566,7
JK225545,41.903996,-87.64323,5
JK221786,41.959743,-87.75274,3
JK221792,41.865154,-87.714005,7
JK221778,41.903336,-87.66828,5
JK221774,41.865276,-87.73249,7
JK221775,41.86335,-87.72509,7
JK221768,41.791027,-87.62502,6
JK221827,41.88477,-87.61575,5
JK221767,41.943947,-87.64938,2
JK221862,41.784668,-87.62221,6
JK221772,41.771877,-87.6543,6
JK222068,41.88937,-87.634026,5
JK222156,41.75355,-87.565704,0
JK231850,41.88319,-87.74025,7
JK222354,41.86971,-87.62748,5
JK221902,41.731667,-87.65201,4
JK222954,41.875168,-87.65184,5
JK224898,41.913654,-87.76193,3
JK221971,41.887035,-87.6625,5
JK222488,41.69859,-87.56196,0
JK222505,41.858356,-87.64566,5
JK221770,41.797104,-87.66345,1
JK222998,41.910328,-87.6654,5
JK224747,41.9241,-87.75663,3
JK221752,41.91086,-87.652054,5
JK224265,41.802372,-87.59619,6
JK221753,41.765354,-87.60484,6
JK221776,41.76559,-87.691826,1
JK221769,41.80114,-87.68501,1
JK230125,41.931213,-87.67689,2
JK221743,41.95344,-87.74496,3
JK221757,41.693455,-87.62645,4
JK221755,41.909664,-87.74269,7
JK221744,41.86631,-87.71364,7
JK221795,41.764107,-87.576256,0
JK221738,41.994694,-87.674904,2
JK221735,41.756058,-87.65493,6
JK221845,41.75968,-87.64827,6
JK221710,41.745552,-87.550354,0
JK221721,41.9611,-87.71528,2
JK221766,41.7819,-87.59138,6
JK221703,41.884464,-87.65065,5
JK221715,41.794937,-87.65975,6
JK229996,41.894573,-87.652824,5
JK221701,41.907024,-87.638466,5
JK221716,41.890083,-87.70507,7
JK221702,41.9779,-87.80294,3
JK227968,41.775074,-87.77479,1
JK222175,41.748585,-87.60759,0
JK222136,41.82268,-87.612495,6
JK222139,41.877472,-87.67822,5
JK221955,41.764652,-87.66378,1
JK222192,41.8808,-87.62561,5
JK232868,41.83763,-87.735306,7
JK221727,41.75189,-87.54782,0
JK222250,41.786278,-87.73398,1
JK223263,41.91241,-87.67096,2
JK221730,41.88206,-87.68955,7
JK226063,41.879295,-87.74113,7
JK224357,41.89913,-87.74835,7
JK222745,41.760548,-87.67464,1
JK221720,41.898,-87.72494,7
JK221685,41.809296,-87.591965,6
JK236164,41.84927,-87.70273,7
JK221693,41.837894,-87.71706,7
JK242978,41.95549,-87.679695,2
JK221661,41.926258,-87.751305,3
JK221740,41.87922,-87.69951,7
JK221668,41.975334,-87.692314,2
JK221655,41.950043,-87.6641,2
JK221731,41.74311,-87.61955,4
JK221648,41.740402,-87.55392,0
JK221714,41.77744,-87.647156,6
JK221671,41.81679,-87.60806,6
JK223874,41.882393,-87.627846,5
JK221718,41.900887,-87.72168,7
JK236117,41.657906,-87.599915,4
JK221683,41.86854,-87.63924,5
JK221734,41.799885,-87.70007,1
JK221666,41.88161,-87.627754,5
JK222606,41.959335,-87.71192,2
JK234511,41.880962,-87.706985,7
JK227840,41.777782,-87.61727,6
JK222341,41.711067,-87.68176,4
JK221758,41.923782,-87.77845,3
JK221717,41.888107,-87.74556,7
JK221633,41.77834,-87.703125,1
JK221635,41.799885,-87.70007,1
JK221794,41.68685,-87.6095,4
JK221656,41.70083,-87.64508,4
JK224897,41.89337,-87.621956,5
JK226308,41.899235,-87.62244,5
JK221645,41.91208,-87.69389,7
JK221660,41.77744,-87.647156,6
JK221605,41.883472,-87.74661,7
JK221610,41.786736,-87.66516,1
JK221787,41.806145,-87.68436,1
JK221672,41.765263,-87.611626,6
JK224428,41.852505,-87.71624,7
JK224646,41.852505,-87.71624,7
JK224243,41.84068,-87.62327,5
JK222173,41.74941,-87.56985,0
JK221632,41.702736,-87.53597,0
JK221669,41.982777,-87.65659,2
JK224277,41.906685,-87.6353,5
JK227541,41.879673,-87.70392,7
JK223357,41.790577,-87.59319,6
JK222126,41.73499,-87.552765,0
JK221643,41.928463,-87.69782,2
JK221640,41.744343,-87.575035,0
JK223887,41.894573,-87.652824,5
JK221592,41.794174,-87.703575,1
JK221598,41.883606,-87.707504,7
JK221594,41.764324,-87.57726,0
JK221754,41.870956,-87.70668,7
JK221617,41.93113,-87.77649,3
JK222447,41.97026,-87.74051,3
JK225800,41.748127,-87.65125,4
JK221489,41.884674,-87.7261,7
JK221608,41.97028,-87.65765,2
JK221639,41.884483,-87.623215,5
JK221562,41.731934,-87.63742,4
JK221541,41.882538,-87.62785,5
JK221553,41.743504,-87.60502,0
JK222575,41.9467,-87.65612,2
JK221529,41.892994,-87.62675,5
JK228794,41.75311,-87.67443,1
JK222291,41.95597,-87.67933,2
JK229279,41.920902,-87.72004,7
JK222496,41.837887,-87.71949,7
JK221539,41.77517,-87.75675,1
JK224363,41.94652,-87.64312,2
JK224390,41.943375,-87.74814,3
JK228090,41.903214,-87.626755,5
JK221534,41.953606,-87.6529,2
JK221881,41.947227,-87.65555,2
JK221581,41.856846,-87.662025,5
JK222788,41.932396,-87.750404,3
JK222734,41.88792,-87.62802,5
JK226000,41.883163,-87.64473,5
JK221599,41.891693,-87.76201,7
JK221530,41.7624,-87.57622,0
JK224483,41.932835,-87.71644,2
JK221531,41.975517,-87.72957,3
JK221638,41.877823,-87.65518,5
JK221658,41.883144,-87.77332,7
JK221500,41.8021,-87.587746,6
JK221484,41.752434,-87.64578,6
JK221486,41.999577,-87.68797,2
JK221455,41.90481,-87.75584,3
JK221538,41.729378,-87.66044,4
JK224456,41.89284,-87.61772,5
JK222577,41.758457,-87.56636,0
JK223867,41.909664,-87.74273,7
JK222519,41.803673,-87.70385,1
JK221476,41.722363,-87.583824,0
JK221470,41.99813,-87.66582,2
JK221472,41.99837,-87.66057,2
JK222118,41.897896,-87.6241,5
JK231892,41.68399,-87.612854,4
JK221450,41.90437,-87.63146,5
JK221507,41.668217,-87.64039,4
JK225894,41.878513,-87.627686,5
JK221420,41.856247,-87.61912,5
JK221547,41.85866,-87.63025,5
JK222602,41.88096,-87.70713,7
JK226414,41.778873,-87.59631,6
JK221607,41.717052,-87.63097,4
JK224296,41.823193,-87.66843,1
JK222299,41.757896,-87.590775,0
JK227443,41.974106,-87.65128,2
JK221432,41.654366,-87.61588,4
JK221401,41.881866,-87.70693,7
JK221416,41.77834,-87.703125,1
JK229913,41.881775,-87.74851,7
JK221477,41.921978,-87.637535,5
JK221517,41.887413,-87.7147,7
JK221567,41.930405,-87.6388,2
JK221438,41.753773,-87.64291,6
JK221488,41.909653,-87.743866,7
JK221427,41.749428,-87.66827,1
JK221405,41.880604,-87.736115,7
JK221657,41.928,-87.735886,3
JK221532,41.906734,-87.68293,7
JK238242,41.754593,-87.74153,1
JK221422,41.97486,-87.89037,3
JK222382,41.94594,-87.66762,2
JK224448,41.887062,-87.62854,5
JK243312,41.83763,-87.6487,5
JK221681,41.84748,-87.703896,7
JK221764,41.736782,-87.56364,0
JK224342,41.692223,-87.65341,4
JK222470,41.999638,-87.684326,2
JK224545,41.872963,-87.75366,7
JK222128,41.779705,-87.64751,6
JK226593,41.893223,-87.63153,5
JK224410,41.87371,-87.74917,7
JK221654,41.74182,-87.566086,0
JK221404,41.96619,-87.657974,2
JK221563,41.90096,-87.62761,5
JK221367,41.841473,-87.6292,5
JK221384,41.882393,-87.627846,5
JK223068,41.72051,-87.6604,4
JK238220,41.654892,-87.60756,4
JK221341,41.803432,-87.643715,6
JK221442,41.874363,-87.64301,5
JK221361,41.88276,-87.62623,5
JK221469,41.897896,-87.6241,5
JK221565,41.882393,-87.627846,5
JK221352,41.968746,-87.67992,2
JK222225,41.87442,-87.62556,5
JK221349,41.879414,-87.75249,7
JK221453,41.96526,-87.639656,2
JK221392,41.88164,-87.62435,5
JK221359,41.837505,-87.64261,5
JK226192,41.96365,-87.724236,3
JK221351,41.825516,-87.68561,1
JK221386,41.99039,-87.655396,2
JK221473,41.90413,-87.69691,7
JK221332,41.78593,-87.72327,1
JK222117,41.877262,-87.71196,7
JK221417,41.7596,-87.56477,0
JK221659,41.893116,-87.72601,7
JK224550,41.76145,-87.623215,6
JK221319,41.9624,-87.646324,2
JK221463,41.73053,-87.604675,0
JK226012,41.782925,-87.646095,6
JK221346,41.76582,-87.57258,0
JK221516,41.878727,-87.6782,5
JK221286,41.735065,-87.650894,4
JK221282,41.96513,-87.75838,3
JK221267,41.970528,-87.66108,2
JK222376,41.843018,-87.617226,5
JK221249,41.79536,-87.62248,6
JK233751,41.97063,-87.65971,2
JK222837,41.892815,-87.62419,5
JK221240,41.96307,-87.65598,2
JK221268,41.98174,-87.71369,2
JK221258,41.776833,-87.68358,1
JK221274,41.71931,-87.62861,4
JK221279,41.865627,-87.66636,5
JK221615,41.793396,-87.58588,6
JK221518,41.887524,-87.62455,5
JK222325,41.83607,-87.61304,6
JK226966,41.98552,-87.69681,2
JK222141,41.996532,-87.68984,2
JK221287,41.800446,-87.60575,6
JK221231,41.89466,-87.70897,7
JK221241,41.776623,-87.71036,1
JK221226,41.868217,-87.630455,5
JK221243,41.903557,-87.65372,5
JK221244,41.878513,-87.766426,7
JK221181,41.749832,-87.64523,4
JK223908,41.785297,-87.762024,1
JK221419,41.875256,-87.62762,5
JK221212,41.762287,-87.60027,0
JK221185,41.809486,-87.60978,6
JK221724,41.752735,-87.584435,0
JK222849,41.97246,-87.67525,2
JK236063,41.949005,-87.65687,2
JK227681,41.792606,-87.604965,6
JK221239,41.891983,-87.62417,5
JK221493,41.750397,-87.65373,4
JK221169,41.780945,-87.621994,6
JK221156,41.870422,-87.62414,5
JK244869,41.756233,-87.55924,0
JK221447,41.88338,-87.69758,7
JK227272,41.77031,-87.60696,6
JK222409,41.94611,-87.74829,3
JK227091,41.707333,-87.535286,0
JK227094,41.96218,-87.66608,2
JK221320,41.741276,-87.70216,1
JK221537,41.78894,-87.60496,6
JK224425,41.995964,-87.6867,2
JK222480,41.998543,-87.69723,2
JK224575,41.814796,-87.691956,1
JK234638,41.762173,-87.57621,0
JK221224,41.98316,-87.6911,2
JK221174,41.86179,-87.71529,7
JK222208,41.897797,-87.72005,7
JK226901,41.90351,-87.717804,7
JK221210,41.878883,-87.66747,5
JK221146,41.894886,-87.76123,7
JK221201,41.87621,-87.76472,7
JK221252,41.845585,-87.708725,7
JK221293,41.988705,-87.81297,3
JK221164,41.765804,-87.609825,6
JK233934,41.77773,-87.59931,6
JK239435,41.77773,-87.59931,6
JK221139,41.92106,-87.66362,2
JK221045,41.722355,-87.58428,0
JK221160,41.760452,-87.65764,6
JK221253,41.942257,-87.66995,2
JK221124,41.907326,-87.69326,7
JK221220,41.83566,-87.62336,6
JK221485,41.90328,-87.67162,5
JK221232,41.963924,-87.83669,3
JK221083,41.79426,-87.620834,6
JK221105,41.94002,-87.64555,2
JK221110,41.85448,-87.718765,7
JK221087,41.757423,-87.63285,6
JK221069,41.88556,-87.65365,5
JK221062,41.8835,-87.62788,5
JK221070,41.88321,-87.63016,5
JK221188,41.700954,-87.56376,0
JK221163,41.9793,-87.83751,3
JK221065,41.829853,-87.694786,1
JK221054,41.88035,-87.75708,7
JK221179,41.80122,-87.72649,1
JK222235,41.692204,-87.65532,4
JK223382,41.894115,-87.67579,5
JK221116,41.759335,-87.61391,6
