case_number,latitude,longitude,cluster
JK154823,41.86681,-87.62582,2
JK204139,41.771725,-87.64944,5
JK231396,41.966877,-87.746506,0
JK226377,41.787357,-87.625885,5
JK171138,41.893738,-87.63118,2
JK192280,41.794853,-87.67311,3
JK224439,41.778984,-87.635025,5
JK148979,41.881622,-87.656845,4
JK174274,41.781868,-87.591385,7
JK207331,41.880444,-87.74966,0
JK228794,41.75311,-87.67443,5
JK149204,41.750877,-87.58004,7
JK204522,41.930744,-87.696396,0
JK154796,41.912323,-87.74988,0
JK184396,41.885487,-87.726425,4
JK197903,41.891693,-87.62611,2
JK188965,41.91732,-87.75801,0
JK184529,41.75628,-87.606575,5
JK180397,41.70721,-87.54012,7
JK154819,41.776665,-87.68358,3
JK200854,41.847927,-87.72376,4
JK160074,41.88067,-87.63319,2
JK225825,41.866302,-87.71421,4
JK172451,41.981274,-87.80465,0
JK177429,41.876705,-87.6447,4
JK149852,41.81313,-87.633484,2
JK159715,41.811443,-87.59847,5
JK210602,41.866333,-87.66638,4
JK202343,41.692463,-87.61215,6
JK220362,41.895405,-87.72196,0
JK158721,41.966053,-87.65789,1
JK218116,41.85538,-87.70943,4
JK164429,41.9567,-87.77738,0
JK178432,41.804207,-87.594185,5
JK210164,41.94773,-87.6604,1
JK229636,41.93812,-87.73161,0
JK158667,41.88947,-87.62959,2
JK199896,41.857414,-87.69395,4
JK171353,41.804813,-87.74919,3
JK215742,41.76072,-87.65037,5
JK168114,41.930542,-87.745094,0
JK192117,41.949333,-87.648476,1
JK215456,41.991226,-87.69821,1
JK184074,41.893906,-87.640785,2
JK201681,41.901836,-87.63197,2
JK232660,41.79562,-87.620865,5
JK192095,41.746395,-87.68702,3
JK161977,41.871685,-87.764565,0
JK220640,41.657257,-87.61624,6
JK222378,41.86779,-87.65976,4
JK156096,41.937973,-87.71244,0
JK239581,41.761375,-87.56005,7
JK213736,41.930992,-87.78608,0
JK187252,41.907032,-87.69698,4
JK216829,41.72629,-87.561485,7
JK224854,41.89347,-87.632645,2
JK203039,41.874214,-87.63168,2
JK141986,41.84271,-87.62689,2
JK173060,41.74799,-87.70159,3
JK197146,41.870243,-87.68704,4
JK231090,41.952953,-87.783745,0
JK221069,41.88556,-87.65365,4
JK190890,41.898895,-87.66158,1
JK193016,41.97538,-87.76878,0
JK211528,41.91895,-87.776764,0
JK216260,41.934998,-87.715614,0
JK202639,41.766006,-87.58337,7
JK169000,41.95293,-87.785225,0
JK162415,41.939278,-87.63952,1
JK206845,41.850746,-87.73339,4
JK214451,41.794678,-87.674324,3
JK150919,41.721737,-87.623055,6
JK184523,41.8882,-87.75535,0
JK221455,41.90481,-87.75584,0
JK225486,41.898186,-87.65757,1
JK209005,41.903305,-87.67007,1
JK152287,41.890152,-87.62031,2
JK199472,41.87951,-87.626564,2
JK169567,41.895844,-87.66728,1
JK228877,41.884434,-87.64197,4
JK190726,41.86971,-87.62748,2
JK235364,41.831844,-87.66676,3
JK216086,41.80265,-87.65509,3
JK216726,41.755386,-87.64172,5
JK152070,41.791683,-87.64995,3
JK209621,41.846413,-87.69857,4
JK142606,41.734417,-87.589294,7
JK234873,41.814316,-87.606674,5
JK178624,41.802425,-87.591515,5
JK202141,41.732677,-87.559425,7
JK192520,41.751884,-87.72037,3
JK157162,41.789864,-87.7744,3
JK165413,41.932964,-87.6916,0
JK156103,41.886017,-87.63394,2
JK197958,41.655804,-87.596176,6
JK204454,41.743896,-87.69247,3
JK232041,41.930813,-87.68908,1
JK148345,41.88351,-87.652084,4
JK225350,41.779446,-87.66491,3
JK219357,41.74564,-87.61451,7
JK145274,41.839806,-87.62797,2
JK230782,41.88091,-87.71174,4
JK218158,41.751213,-87.5711,7
JK155669,41.76003,-87.66366,5
JK236614,41.7547,-87.56508,7
JK142304,41.750973,-87.68287,3
JK220270,41.89794,-87.69429,4
JK189424,41.88783,-87.753815,0
JK231979,41.707096,-87.62884,6
JK200507,41.87173,-87.71662,4
JK188994,41.760216,-87.56217,7
JK229335,41.758213,-87.62412,5
JK170175,41.798756,-87.780785,3
JK184534,41.759884,-87.56639,7
JK153121,41.69528,-87.62651,6
JK154455,41.893246,-87.67292,4
JK181019,41.930904,-87.64402,1
JK224910,41.92394,-87.63067,1
JK186312,41.878605,-87.68504,4
JK233147,41.79341,-87.63297,5
JK147730,41.763054,-87.61523,5
JK219499,41.94379,-87.67153,1
JK186583,41.937206,-87.76645,0
JK230753,41.824913,-87.62311,2
JK150390,41.92046,-87.67083,1
JK150463,41.903893,-87.63186,2
JK178635,41.87072,-87.63261,2
JK195030,41.89284,-87.61772,2
JK150697,41.96654,-87.71752,1
JK152749,41.809692,-87.59214,5
JK189902,41.910156,-87.772736,0
JK159200,41.881718,-87.62776,2
JK186493,41.808807,-87.60436,5
JK224295,41.9406,-87.75073,0
JK230709,41.771435,-87.636,5
JK201003,41.86038,-87.613625,2
JK223483,41.9705,-87.73303,1
JK223176,41.93743,-87.76646,0
JK183912,41.859776,-87.728645,4
JK228618,41.836464,-87.62284,2
JK154800,41.718437,-87.67835,6
JK230189,41.800663,-87.58744,5
JK149167,41.869736,-87.625885,2
JK163025,41.83314,-87.61532,2
JK148955,41.700443,-87.54378,7
JK225923,41.845528,-87.69885,4
JK156321,41.77709,-87.64714,5
JK187720,41.827164,-87.61173,2
JK237913,41.79612,-87.582565,5
JK225678,41.750492,-87.654305,5
JK193544,41.776783,-87.69699,3
JK210335,41.89185,-87.7105,0
JK208312,41.97439,-87.66698,1
JK230666,41.74949,-87.60236,7
JK233324,41.902615,-87.637405,2
JK230118,41.870552,-87.62617,2
JK182417,41.97486,-87.89037,0
JK159891,41.849667,-87.63194,2
JK227275,41.909824,-87.76558,0
JK156382,41.775875,-87.703064,3
JK219549,41.74587,-87.55036,7
JK196183,41.82268,-87.61242,2
JK233541,41.984432,-87.76409,0
JK232927,41.998436,-87.67705,1
JK143942,41.90393,-87.62931,2
JK178961,41.758213,-87.62412,5
JK175656,41.745052,-87.61799,5
JK160163,41.906967,-87.73626,0
JK185463,41.783092,-87.60725,5
JK147167,41.996605,-87.7119,1
JK209183,41.72486,-87.62229,6
JK201765,41.788986,-87.74148,3
JK227202,41.70266,-87.62221,6
JK212517,41.678635,-87.62053,6
JK167088,41.79463,-87.62703,5
JK165808,41.86291,-87.71014,4
JK166324,41.972557,-87.707375,1
JK156340,41.84582,-87.692825,4
JK144516,41.862896,-87.71137,4
JK172976,41.90437,-87.63146,2
JK209669,41.847157,-87.68551,4
JK165276,41.795536,-87.6549,3
JK219803,41.965508,-87.71572,1
JK242978,41.95549,-87.679695,1
JK169449,41.884106,-87.701904,4
JK141821,41.888165,-87.62294,2
JK143206,41.935677,-87.76149,0
JK146711,41.920612,-87.70053,0
JK170497,41.87393,-87.755936,4
JK226668,41.89607,-87.667595,1
JK161494,41.68071,-87.62755,6
JK230483,41.866478,-87.69883,4
JK206569,41.765446,-87.62691,5
JK228984,41.88513,-87.71975,4
JK173174,41.890926,-87.67068,4
JK195956,41.913742,-87.765656,0
JK148034,41.765987,-87.62656,5
JK183956,41.977654,-87.697556,1
JK213109,41.92187,-87.680244,1
JK207945,41.807056,-87.606514,5
JK199569,41.909588,-87.74889,0
JK215234,41.927483,-87.70481,0
JK231346,41.758755,-87.587425,7
JK196024,41.780636,-87.58599,7
JK147221,41.89906,-87.72179,0
JK233263,41.87745,-87.6949,4
JK180076,41.89338,-87.62158,2
JK195442,41.756096,-87.64466,5
JK216707,41.759277,-87.6333,5
JK188851,41.930977,-87.68909,1
JK172505,41.703213,-87.64898,6
JK193560,41.941357,-87.78619,0
JK183785,41.9827,-87.66004,1
JK163195,41.74587,-87.55279,7
JK153001,41.69082,-87.61909,6
JK231352,41.78022,-87.68489,3
JK151259,41.985184,-87.7285,1
JK170302,41.796375,-87.58398,5
JK175765,41.77165,-87.64822,5
JK193893,41.940205,-87.78225,0
JK148014,41.888382,-87.64756,4
JK190810,41.8442,-87.72866,4
JK212604,41.791733,-87.783005,3
JK150216,41.764137,-87.6819,3
JK231142,41.96467,-87.7214,1
JK165375,41.81393,-87.59814,5
JK213794,41.760452,-87.65764,5
JK207515,41.85751,-87.66131,4
JK141087,41.722767,-87.62441,6
JK166270,41.75672,-87.60749,5
JK166670,41.913193,-87.67387,1
JK145029,41.74946,-87.720894,3
JK196622,41.770958,-87.59112,7
JK141150,41.87963,-87.73648,4
JK173750,41.808754,-87.65343,3
JK183595,41.931858,-87.72139,0
JK204486,41.85255,-87.723526,4
JK192717,41.842243,-87.695145,4
JK162865,41.931583,-87.74282,0
JK194334,41.863956,-87.70682,4
JK150658,41.858444,-87.71275,4
JK211066,41.757614,-87.58611,7
JK221633,41.77834,-87.703125,3
JK203779,41.847008,-87.69932,4
JK193017,41.94791,-87.75069,0
JK205688,41.70524,-87.63147,6
JK212980,41.754593,-87.74153,3
JK166315,41.878586,-87.74603,4
JK186124,41.89789,-87.628235,2
JK197659,41.778618,-87.603905,5
JK233797,41.97107,-87.74411,0
JK194777,41.90646,-87.76332,0
JK223168,41.7678,-87.7182,3
JK170328,41.887657,-87.678055,4
JK180687,41.93084,-87.64652,1
JK192341,41.948677,-87.6793,1
JK193453,41.755913,-87.65757,5
JK165102,41.878098,-87.6358,2
JK199250,41.79804,-87.70737,3
JK170683,41.689873,-87.622375,6
JK228653,41.973145,-87.70006,1
JK182181,41.785847,-87.60758,5
JK196029,41.937794,-87.72066,0
JK212232,41.932194,-87.64475,1
JK147583,41.760796,-87.56712,7
JK204157,41.759666,-87.58753,7
JK152746,41.760612,-87.67342,5
JK179406,41.73041,-87.65719,6
JK175205,41.781746,-87.69712,3
JK146829,41.756004,-87.61665,5
JK176809,41.805733,-87.645454,3
JK225360,41.879208,-87.64784,4
JK143915,41.974438,-87.81119,0
JK220347,41.931137,-87.69759,0
JK192038,41.930016,-87.782005,0
JK225361,41.72113,-87.62743,6
JK147057,41.94045,-87.651085,1
JK203425,41.877823,-87.65518,4
JK234255,41.653736,-87.5955,6
JK210683,41.762802,-87.63094,5
JK187892,41.751812,-87.73295,3
JK186116,41.886574,-87.66317,4
JK160344,41.852863,-87.62448,2
JK161554,41.890385,-87.75176,0
JK176385,41.74585,-87.65968,5
JK193909,41.837467,-87.6487,2
JK178880,41.93863,-87.76229,0
JK195301,41.828762,-87.61443,2
JK148812,41.696983,-87.6401,6
JK189374,41.874214,-87.63168,2
JK168149,41.85073,-87.71375,4
JK224407,41.89994,-87.69681,4
JK194732,41.954536,-87.651146,1
JK216116,41.76957,-87.657875,5
JK203174,41.80696,-87.65115,3
JK161094,41.880333,-87.75803,0
JK169117,41.759792,-87.59083,7
JK167533,41.885437,-87.661255,4
JK229476,41.75256,-87.582115,7
JK156234,41.93265,-87.6532,1
JK149750,41.662308,-87.64505,6
JK232972,41.881718,-87.62776,2
JK222786,41.71082,-87.59701,6
JK157152,41.91435,-87.692215,4
JK145763,41.88624,-87.615746,2
JK199765,41.886017,-87.62452,2
JK165285,41.720062,-87.57102,7
JK178697,41.70241,-87.66964,6
JK198007,41.844074,-87.62844,2
JK169423,41.87438,-87.72398,4
JK193974,41.77034,-87.61699,5
JK178360,41.889748,-87.67568,4
JK206655,41.77027,-87.715195,3
JK235584,41.988438,-87.66509,1
JK170342,41.845,-87.651054,2
JK236206,41.889954,-87.71652,0
JK224907,41.79805,-87.75267,3
JK175067,41.957466,-87.75975,0
JK145573,41.72905,-87.57796,7
JK236321,41.76185,-87.59696,7
JK234645,41.956852,-87.68176,1
JK204459,41.884563,-87.69638,4
JK186727,41.915535,-87.71088,0
JK144328,41.969395,-87.70455,1
JK189165,41.89689,-87.628204,2
JK226944,41.793613,-87.61595,5
JK170269,41.86283,-87.71706,4
JK153837,41.94779,-87.76058,0
JK226004,41.892815,-87.62419,2
JK219362,41.91868,-87.77188,0
JK167918,41.85608,-87.65998,4
JK145268,41.880894,-87.74774,4
JK224668,41.97413,-87.76636,0
JK198047,41.744473,-87.65843,5
JK181943,41.879776,-87.72453,4
JK186060,41.74303,-87.60501,7
JK222640,41.906662,-87.731316,0
JK215923,41.950653,-87.72753,0
JK236067,41.717793,-87.56986,7
JK146368,41.651253,-87.547165,7
JK213309,41.893307,-87.76789,0
JK209467,41.903996,-87.64323,2
JK191445,41.658367,-87.60062,6
JK160572,41.951187,-87.650345,1
JK146501,41.867306,-87.671364,4
JK207986,41.903828,-87.63613,2
JK237601,41.768177,-87.629845,5
JK160295,41.83391,-87.62647,2
JK164477,41.89071,-87.61436,2
JK244191,41.892483,-87.62414,2
JK149780,41.87672,-87.70109,4
JK197848,41.82625,-87.60986,2
JK153562,41.920597,-87.6486,1
JK229933,41.722847,-87.64204,6
JK200566,41.97009,-87.76269,0
JK179441,41.78167,-87.61206,5
JK181620,41.764446,-87.698555,3
JK200275,41.950512,-87.652,1
JK154032,41.93897,-87.652534,1
JK160235,41.895878,-87.706566,0
JK144531,41.908432,-87.63851,2
JK218830,41.72225,-87.55107,7
JK214396,41.70045,-87.65599,6
JK187425,41.92627,-87.6409,1
JK205383,41.800476,-87.59181,5
JK158695,41.89667,-87.62863,2
JK167657,41.710213,-87.625984,6
JK205985,41.901333,-87.7533,0
JK161270,41.662304,-87.6366,6
JK214759,41.904984,-87.67842,1
JK204505,41.74149,-87.7079,3
JK211643,41.78572,-87.69968,3
JK195843,41.73586,-87.62415,6
JK212812,41.823383,-87.61698,2
JK230970,41.80531,-87.589,5
JK217107,41.782772,-87.69274,3
JK194386,41.88465,-87.627914,2
JK152149,41.96014,-87.72855,1
JK185499,41.909935,-87.721924,0
JK176856,41.73647,-87.54582,7
JK205491,41.6789,-87.659,6
JK194894,41.75913,-87.6333,5
JK164293,41.804165,-87.656334,3
JK161610,41.753605,-87.561775,7
JK232691,41.955654,-87.71473,1
JK187359,41.89034,-87.71621,0
JK145875,41.87523,-87.728645,4
JK185675,41.78162,-87.60841,5
JK195363,41.752865,-87.61926,5
JK184391,41.884495,-87.62746,2
JK166333,41.999203,-87.66311,1
JK153151,41.7996,-87.61772,5
JK207062,41.767868,-87.58727,7
JK212853,41.894947,-87.75486,0
JK153676,41.723343,-87.609344,7
JK171966,41.946457,-87.64465,1
JK174492,41.76493,-87.57627,7
JK232842,41.924175,-87.654785,1
JK156112,41.882236,-87.76551,0
JK180980,41.767605,-87.57144,7
JK179219,41.993046,-87.66036,1
JK141212,41.80261,-87.667244,3
JK232450,41.886303,-87.714745,4
JK212400,41.89009,-87.70472,0
JK212828,41.732456,-87.579254,7
JK197796,41.862816,-87.71847,4
JK147499,41.87532,-87.72148,4
JK202554,41.773018,-87.612656,5
JK181355,41.72945,-87.55125,7
JK186022,41.996254,-87.69715,1
JK201346,41.802895,-87.71607,3
JK197476,41.846443,-87.69607,4
JK186551,41.939972,-87.69525,0
JK142714,41.887447,-87.712105,0
JK186146,41.9026,-87.67237,1
JK162632,41.954174,-87.677505,1
JK171159,41.689938,-87.63746,6
JK142896,41.76139,-87.655716,5
JK225613,41.77962,-87.65364,5
JK142752,41.8437,-87.72453,4
JK213606,41.859905,-87.72498,4
JK192009,41.72155,-87.603294,7
JK206509,41.94776,-87.66767,1
JK178921,41.834606,-87.72307,4
JK191777,41.836773,-87.65477,2
JK233763,41.917072,-87.75665,0
JK191353,41.68042,-87.66244,6
JK192504,41.866116,-87.729195,4
JK236226,41.986065,-87.72852,1
JK185448,41.862843,-87.70201,4
JK208225,41.946644,-87.779884,0
JK182537,41.89119,-87.756294,0
JK185067,41.90309,-87.682915,4
JK191746,41.80535,-87.72105,3
JK173056,41.846416,-87.698265,4
JK180601,41.693073,-87.66741,6
JK225921,41.89738,-87.70042,4
JK152003,41.67855,-87.62052,6
JK230159,41.704086,-87.61855,6
JK146580,41.807285,-87.604324,5
JK155702,41.917408,-87.70593,0
JK203937,41.82945,-87.60694,2
JK210703,41.866848,-87.66952,4
JK201579,41.88113,-87.63674,2
JK178047,41.799843,-87.702515,3
JK231531,41.94266,-87.73279,0
JK217857,41.775795,-87.61552,5
JK190320,41.795513,-87.59136,5
JK165288,41.894947,-87.62375,2
JK225068,41.90304,-87.68559,4
JK144297,41.90347,-87.629974,2
JK190687,41.903442,-87.629974,2
JK160641,41.706882,-87.64692,6
JK171557,41.88117,-87.72568,4
JK214810,41.80329,-87.71453,3
JK160174,41.860092,-87.72256,4
JK186187,41.749477,-87.55043,7
JK187729,41.816105,-87.5994,2
JK172315,41.873394,-87.64092,4
JK182123,41.7038,-87.60449,6
JK150565,41.868008,-87.72395,4
JK223269,41.700626,-87.56399,7
JK146496,41.89667,-87.62863,2
JK235419,41.966805,-87.650055,1
JK213515,41.86751,-87.686966,4
JK224363,41.94652,-87.64312,1
JK151456,41.754726,-87.6842,3
JK210404,41.910908,-87.648964,1
JK160548,41.939316,-87.70943,0
JK146533,41.83607,-87.61304,2
JK213511,41.908344,-87.76338,0
JK235092,41.898254,-87.71109,0
JK225890,41.89831,-87.660225,1
JK213480,41.87768,-87.745964,4
JK236043,41.872192,-87.63104,2
JK202161,41.964756,-87.778755,0
JK152574,41.774853,-87.78705,3
JK142293,41.750492,-87.654305,5
JK197193,41.85967,-87.66258,4
JK200279,41.867737,-87.69838,4
JK203000,41.727505,-87.606125,7
JK183317,41.97204,-87.667854,1
JK141420,41.960236,-87.71195,1
JK190956,41.940826,-87.66946,1
JK141990,41.939655,-87.67192,1
JK223627,41.78531,-87.58658,7
JK169402,41.896057,-87.648926,1
JK234393,41.92015,-87.72665,0
JK236661,41.90734,-87.695694,4
JK209286,41.776833,-87.68358,3
JK180548,41.76641,-87.61044,5
JK218248,41.724197,-87.653015,6
JK235197,41.909454,-87.75945,0
JK179688,41.9706,-87.714645,1
JK185936,41.87864,-87.62769,2
JK207916,41.914474,-87.710205,0
JK177530,41.863632,-87.710464,4
JK225851,41.911865,-87.71251,0
JK193257,41.745247,-87.57221,7
JK158213,41.873928,-87.75629,4
JK220375,41.960182,-87.75409,0
JK160819,41.93087,-87.64082,1
JK183040,41.896706,-87.76147,0
JK193646,41.788494,-87.61745,5
JK209045,41.91864,-87.755295,0
JK217276,41.808422,-87.68284,3
JK201927,41.84001,-87.70612,4
JK160345,41.895733,-87.68778,4
JK213867,41.8818,-87.7465,4
JK168510,41.791737,-87.76593,3
JK196117,41.869503,-87.71963,4
JK183228,41.793835,-87.68163,3
JK159620,41.848316,-87.691345,4
JK150641,41.896374,-87.69796,4
JK228200,41.921104,-87.758514,0
JK174540,41.76339,-87.70829,3
JK178717,41.735336,-87.663055,6
JK230192,41.654495,-87.605896,6
JK193861,41.84501,-87.64523,2
JK148981,41.893894,-87.61513,2
JK195516,41.973625,-87.65494,1
JK196110,41.85102,-87.61896,2
JK206632,41.75599,-87.65176,5
JK171970,41.794174,-87.703575,3
JK198790,41.782375,-87.59258,7
JK148231,41.74577,-87.55764,7
JK182456,41.917442,-87.752174,0
JK199334,41.90979,-87.63976,2
JK153497,41.86431,-87.693344,4
JK158392,41.965305,-87.73857,0
JK148489,41.896217,-87.74355,0
JK161509,41.803673,-87.70385,3
JK185382,41.80605,-87.5928,5
JK187024,41.985355,-87.7792,0
JK212062,41.891582,-87.634445,2
JK182525,41.853676,-87.62224,2
JK220144,41.960533,-87.76293,0
JK209986,41.79602,-87.60123,5
JK219863,41.726097,-87.63487,6
JK203455,41.785267,-87.614456,5
JK168438,41.976788,-87.68981,1
JK172171,41.823376,-87.712906,3
JK201278,41.863197,-87.614815,2
JK244668,41.789024,-87.69247,3
JK172034,41.749443,-87.5577,7
JK215408,41.795395,-87.66219,3
JK150846,41.93274,-87.64812,1
JK229251,41.907337,-87.71031,0
JK146435,41.880894,-87.75264,0
JK151152,41.837433,-87.64261,2
JK197182,41.78638,-87.69523,3
JK155718,41.909073,-87.69329,4
JK223676,41.7222,-87.62506,6
JK146396,41.792755,-87.701096,3
JK216407,41.975143,-87.76455,0
JK161459,41.88305,-87.68283,4
JK235228,41.74366,-87.55408,7
JK154335,41.77693,-87.65443,5
JK212779,41.84458,-87.701805,4
JK214886,41.843018,-87.617226,2
JK196812,41.78156,-87.61566,5
JK207710,41.799274,-87.58231,5
JK206319,41.936268,-87.71118,0
JK200716,41.92979,-87.68781,1
JK184949,41.732384,-87.58162,7
JK175103,41.905792,-87.76288,0
JK223274,41.900063,-87.62084,2
JK165035,41.87919,-87.648865,4
JK174496,41.874096,-87.7108,4
JK144067,41.871395,-87.68179,4
JK177828,41.875233,-87.62762,2
JK230014,41.80025,-87.70375,3
JK166361,41.872562,-87.72359,4
JK219493,41.852505,-87.65555,4
JK190095,41.890755,-87.63639,2
JK210627,41.928947,-87.72568,0
JK174116,41.7784,-87.693375,3
JK186428,41.942387,-87.672005,1
JK150372,41.853893,-87.63269,2
JK152734,41.886448,-87.61575,2
JK219564,41.779175,-87.68944,3
JK178093,41.94159,-87.706474,1
JK147824,41.896057,-87.76068,0
JK229097,41.830006,-87.684456,3
JK235423,41.89777,-87.71517,0
JK194566,41.75238,-87.634346,5
JK171071,41.84737,-87.70389,4
JK166436,41.851437,-87.64646,2
JK234141,41.877472,-87.67822,4
JK228827,41.74576,-87.72336,3
JK199156,41.821625,-87.616936,2
JK220508,41.864037,-87.65904,4
JK184012,41.75763,-87.58571,7
JK203212,41.93997,-87.663826,1
JK173115,41.764275,-87.582054,7
JK171572,41.726097,-87.651855,6
JK163132,41.77957,-87.6387,5
JK192208,41.891567,-87.763435,0
JK197310,41.853264,-87.7053,4
JK214758,41.726456,-87.63728,6
JK217863,41.903477,-87.63143,2
JK156609,41.887238,-87.76405,0
JK176758,41.787037,-87.6442,3
JK222357,41.76466,-87.621666,5
JK162635,41.88093,-87.65955,4
JK191266,41.938595,-87.649574,1
JK182533,41.858364,-87.66617,4
JK198249,41.822544,-87.66556,3
JK208577,41.892906,-87.61455,2
JK149980,41.735996,-87.6491,5
JK218538,41.84297,-87.643974,2
JK160129,41.88429,-87.6479,4
JK194942,41.886208,-87.61626,2
JK175274,41.76624,-87.576935,7
JK228134,41.884453,-87.65127,4
JK179528,41.69187,-87.675255,6
JK219726,41.963905,-87.88294,0
JK224113,41.89446,-87.71262,0
JK186808,41.751163,-87.6122,7
JK152917,41.863873,-87.70803,4
JK166473,41.856445,-87.70539,4
JK192050,41.758434,-87.62476,5
JK172861,41.96134,-87.72784,1
JK178530,41.93876,-87.670494,1
JK178175,41.90296,-87.66586,1
JK200611,41.93866,-87.72316,0
JK224015,41.953884,-87.65453,1
JK166644,41.88468,-87.6669,4
JK183903,41.938595,-87.649574,1
JK148221,41.855118,-87.62555,2
JK189984,41.941086,-87.71406,0
JK155184,41.72505,-87.59486,7
JK222449,41.77675,-87.67143,3
JK197355,41.92529,-87.74267,0
JK188421,41.93087,-87.64082,1
JK160010,41.98558,-87.65445,1
JK170291,41.79397,-87.773735,3
JK177937,41.930965,-87.744125,0
JK202316,41.741993,-87.58067,7
JK177188,41.94155,-87.74789,0
JK208179,41.7884,-87.72302,3
JK169167,41.70188,-87.542564,7
JK163486,41.80306,-87.739365,3
JK166603,41.670235,-87.539314,7
JK164109,41.9706,-87.714645,1
JK174673,41.738483,-87.60329,7
JK189575,41.756535,-87.66724,5
JK156011,41.89796,-87.66309,1
JK157944,41.695988,-87.59665,6
JK174364,41.764244,-87.683235,3
JK220739,41.909904,-87.72476,0
JK178738,41.835243,-87.65269,2
JK183400,41.77348,-87.573654,7
JK178192,41.977673,-87.69472,1
JK184524,41.982742,-87.65659,1
JK199980,41.73967,-87.604904,7
JK171214,41.882393,-87.627846,2
JK148766,41.7602,-87.57493,7
JK216449,41.68352,-87.62529,6
JK208470,41.95807,-87.702034,1
JK182368,41.812275,-87.74818,3
JK223443,41.683937,-87.72186,6
JK229834,41.732822,-87.58556,7
JK233733,41.976048,-87.7578,0
JK150423,41.663284,-87.63348,6
JK180560,41.82939,-87.606895,2
JK148934,41.915073,-87.64478,1
JK192193,41.954056,-87.73682,0
JK238366,41.654945,-87.60511,6
JK215636,41.804066,-87.66728,3
JK229200,41.771973,-87.62834,5
JK164259,41.830387,-87.67558,3
JK176701,41.77906,-87.61559,5
JK200927,41.842163,-87.63178,2
JK236760,41.896713,-87.62534,2
JK234182,41.812794,-87.5969,5
JK196656,41.888668,-87.65223,4
JK232718,41.825012,-87.63988,2
JK188115,41.871296,-87.62592,2
JK219313,41.772945,-87.70176,3
JK212709,41.77587,-87.61552,5
JK201246,41.931286,-87.765564,0
JK155207,41.824677,-87.61701,2
JK174770,41.797558,-87.62092,5
JK216215,41.883324,-87.72906,4
JK191918,41.917408,-87.70579,0
JK172070,41.891693,-87.62615,2
JK229045,41.96592,-87.65781,1
JK141022,41.761135,-87.6309,5
JK145918,41.73693,-87.58439,7
JK154373,41.799877,-87.5918,5
JK149305,41.99004,-87.6591,1
JK184009,41.943108,-87.64937,1
JK205402,41.81472,-87.70546,3
JK206937,41.780407,-87.664246,3
JK186167,41.803173,-87.73937,3
JK143423,41.900013,-87.63433,2
JK145211,41.658424,-87.55198,7
JK148659,41.81152,-87.66991,3
JK207646,41.71092,-87.56939,7
JK191122,41.903477,-87.65932,1
JK148044,41.65131,-87.61723,6
JK176283,41.754593,-87.74153,3
JK221281,41.76986,-87.570984,7
JK229216,41.7302,-87.60871,7
JK199871,41.887966,-87.63479,2
JK176783,41.755924,-87.65743,5
JK201052,41.764683,-87.66379,5
JK155270,41.746723,-87.62289,5
JK224915,41.76604,-87.6845,3
JK236367,41.80339,-87.62106,5
JK178080,41.773,-87.57648,7
JK231361,41.82435,-87.70804,3
JK237351,41.778885,-87.661766,3
JK164912,41.686653,-87.6132,6
JK241517,41.752354,-87.600365,7
JK211492,41.939934,-87.798996,0
JK150313,41.841824,-87.62329,2
JK166542,41.766464,-87.68661,3
JK145478,41.736412,-87.72149,3
JK205123,41.850388,-87.67409,4
JK164858,41.911953,-87.7656,0
JK150896,41.912167,-87.7264,0
JK172992,41.91264,-87.68314,1
JK162176,41.727463,-87.558105,7
JK207271,41.823742,-87.62421,2
JK233168,41.87658,-87.74514,4
JK211552,41.867702,-87.719574,4
JK175704,41.87927,-87.694824,4
JK189995,41.9246,-87.71743,0
JK145847,41.949642,-87.71324,1
JK206752,41.74725,-87.62752,5
JK169653,41.80067,-87.6672,3
JK189524,41.870388,-87.6259,2
JK227732,41.692837,-87.60415,6
JK153086,41.77019,-87.641716,5
JK142441,41.91086,-87.652054,1
JK227589,41.90173,-87.71059,0
JK219245,41.86975,-87.64011,2
JK218564,41.878574,-87.627686,2
JK236535,41.902912,-87.69861,4
JK201458,41.941113,-87.64578,1
JK216450,41.910347,-87.685524,4
JK215860,41.70988,-87.62718,6
JK204772,41.996075,-87.78749,0
JK151498,41.69282,-87.66914,6
JK215519,41.790028,-87.64626,3
JK163503,41.89251,-87.626236,2
JK200928,41.785057,-87.6097,5
JK162479,41.82277,-87.69544,3
JK167004,41.72201,-87.57535,7
JK218316,41.824852,-87.611244,2
JK220112,41.98526,-87.66274,1
JK237097,41.965683,-87.75014,0
JK200613,41.83089,-87.635506,2
JK164708,41.910892,-87.692116,4
JK181309,41.874172,-87.66808,4
JK201478,41.941856,-87.64531,1
JK142771,41.851437,-87.64646,2
JK223197,41.92383,-87.69942,0
JK195221,41.752502,-87.62707,5
JK229804,41.90279,-87.71101,0
JK164880,41.885025,-87.67553,4
JK209834,41.80713,-87.686844,3
JK173876,41.71179,-87.64296,6
JK219234,41.806396,-87.61386,5
JK197548,41.655025,-87.54352,7
JK210638,41.845528,-87.69881,4
JK168038,41.814148,-87.621346,2
JK235661,41.80318,-87.585434,5
JK158968,41.79857,-87.74353,3
JK211660,41.803673,-87.70385,3
JK173868,41.77794,-87.58638,7
JK165923,41.736343,-87.6232,6
JK201770,41.94432,-87.647575,1
JK215448,41.746822,-87.60263,7
JK216186,41.91854,-87.66013,1
