PC1,PC2
-0.41044272294518863,-0.4996998255877288
1.083255874984522,2.1702778715486577
-0.9930594117980132,0.2093030815634981
-1.2069178584261817,-1.4629898423192755
3.156683290071613,1.7695094296580394
-0.4741930599882949,0.2126744295866079
-1.2134665635749051,0.4207904263307237
-1.4988444053007242,-0.5763283946648075
-0.2546069846182186,-0.2555759089212773
1.1088655256475188,-1.6975867632308836
-0.16508593027808638,0.9964269615845707
-1.9542373730982106,-0.49593919210890847
0.2721115150575066,1.4318076977591654
2.5108812380023404,0.5441993278438062
2.5296617241203854,0.7648038022555725
-2.2039347905285416,-1.4454057964066063
2.209110827900019,-0.9225847452502521
1.225500666053302,-1.8777673916285529
3.207266042534013,1.1596796691167532
-1.3961926264222713,0.9533273020617761
0.5233777456962114,1.357863039706316
0.030885980556574193,1.9617193951210234
0.738623563817152,1.304666777947747
1.8605737801244753,-0.23601033342469388
-1.3598273193001154,0.2965945951161353
-0.7668066383172232,-0.35344045818778086
-1.4532886084160037,-0.28805007798335114
1.8317070181513235,-1.2208324439021359
0.7819506132988334,1.6783997308376977
-2.0705883937761684,0.3925726122138177
1.5780001432732962,-1.4061964007492678
2.8404082093286953,0.4090013718452346
-1.142077063933645,0.5931326844655627
-1.542740568468097,-0.24119839412063643
-0.957521928089861,1.5660088538551828
3.295149250476493,1.4907616904648247
2.1003401634888403,0.4649316110864008
0.26061861413226667,2.7649462142743593
-1.4518524286662153,0.16840906832006303
0.1173081186393716,0.566119910985294
1.82470218461577,-0.6995051975047863
1.0168478250666295,-1.8851293597779768
1.4962618795553229,-1.7635616476853457
1.4437443730848327,-1.259739590718215
-0.1307641479208492,0.07462961963965521
-0.04887594115232896,0.7650145529751
1.18023585038047,-1.2223398384767714
3.311922242762712,1.676599762140252
-0.8701494963883977,-0.1050373100298815
-0.7571605140615396,0.7381420119566012
2.5309821450741086,0.7420470681276103
2.26087227237163,0.09821569634407114
0.00661046114714495,0.2548491548247844
-0.6734928320708022,-0.723727842506846
-0.9714699614279214,0.935494251834287
0.874571365129325,-2.313801156701231
2.00201666549114,-0.7943655402046697
-0.049050279472833386,0.4124070333943589
2.3817599319643437,-0.385871553255309
2.149299831832019,-0.31055606521932905
2.649034378942829,0.21094243250182837
1.70027809577081,-0.7180808449675278
3.3459712823588954,2.15647133946303
1.1705387351091747,-1.7806184652660182
-0.08743734278312064,-0.1195763711224301
1.99278254360612,0.17351544871613991
-1.2715807874830216,0.3037890876223841
0.731012002752469,0.7063611425314026
0.9886493136992915,-1.3453106681503526
-1.262038041311529,0.2193855497182535
-1.5880190626537605,-0.74923929574019
1.7477085777783512,-0.6516786678820328
-0.8892945865066647,-0.7551701607552321
0.5409958460795684,0.7452099088960507
1.1354210076463367,-2.1191319897207377
-0.3381690553325747,-0.3097856978569916
-1.1802069930464272,-0.4776295069364091
0.3489153889183159,1.8929784038698336
2.434423865244127,0.038788947165524376
-2.079641328647925,-1.7674134348397967
1.9048957258497288,-0.6517990214715489
-1.0970093938984495,0.713103993807226
0.9875193489052234,3.564225401995158
-1.586692821152302,-0.7673179044022038
0.5880616787620971,-3.3390100578554507
0.811394997056081,1.9874575144546835
-1.1591673386946608,1.3023920063838992
