PC1,PC2,PC3
-0.5550467333476927,1.0220462263728824,-0.5074345246245412
-1.1717492264607212,0.5588840751714691,1.8386834161452454
-1.000573989343906,0.3593579995175772,-0.006487940473611237
-1.1680301881143622,0.0020436465854076903,-0.3057922940679736
0.49621755535062856,3.03598100893817,0.2829489883406999
-1.5442976554237309,-0.6928244422419717,-0.20243776169410302
-1.4440972227763007,-0.463142792087921,-0.06857271080891594
-0.11206158114249477,2.0471706781820136,0.6301668372319431
-0.4960394650135658,0.8422623547375516,-1.6366205183915934
-1.683588199502812,-0.4031992134998789,-1.2994595579269053
-1.7014300377008869,-0.4608281267777155,-1.3895674148165287
-0.23155102537594166,2.4626802046283287,-0.25247843727135816
-0.5973926317332159,1.965956932745267,0.6000147106546615
-2.078965980760481,-1.0878322076266276,-1.0891122252956265
-0.27544700556533264,1.7693659114996914,-2.2473358267451187
0.5533332937250384,3.9114789621865897,-0.03717137721039831
-1.5756737201881115,-0.12158505154949463,-0.8593749189642524
-1.6237292115230733,-0.06704279822940092,-0.3761469792207006
-1.5212324673350355,0.07089895800472502,-0.6504138902912894
-1.1138231155770588,0.5505515326992432,-1.6314540464939953
-0.35759750083223396,2.076283090667687,-0.7569849077126151
-1.1649822617640402,1.1070310966775336,1.389237135971778
-0.060244983356817626,2.462217561419756,-0.723896276109248
-1.1984873364369393,0.1696967780865323,-2.508369765579975
-1.3531696317319817,0.6470507931568565,0.27869444224122886
-0.0868074335987672,2.417730077272382,-1.2052637962293478
-1.2472876618632263,0.9303406389183453,0.7524287276801827
0.23293138823856288,2.9686305166376092,-1.5037950856803293
-2.004962710241508,-0.8199213110492425,-0.803262774375787
-1.1477371657206055,1.3395957949150756,1.3836054426389413
-0.4427608882340006,1.885609726726146,-1.0499957243343676
-0.869658549118281,1.3140944020062038,-0.6077762729112061
-1.8988060315048012,-0.08893219867411391,1.2061409513647852
-1.0059579251042001,1.282061965623359,0.3318744487209017
-0.6846868010300019,1.3064982854126281,-1.5962880942143394
-1.778736553095259,0.04974041732130595,0.9825647237357958
-1.1647599714899064,0.4823968225603261,-1.7141319528861085
-1.7237616127599646,0.2413969591968073,1.3352844344927612
-1.2614224324515853,0.5698770025900405,-0.4967179579501941
-0.9880448384313181,0.5178794128333117,-2.8032294545027128
-0.5372091558091268,1.8287749701086722,-1.0630731898634231
-0.9392391775098626,1.418569454555989,0.4588268186466464
-1.7579209108526217,0.2690745595566252,1.9678330663497183
-1.3188770042855575,0.9723069958697397,1.5819928467809914
0.4721636466094697,3.7389041293088336,-0.30860587636701686
-1.7211849403863662,0.1998224702895264,1.0823954609481068
-1.6874017503803802,-0.45749193797960497,-1.6295482620253001
-2.098783900103147,-1.034106412038683,-0.900764540544064
0.03081886859632497,2.3088624546233536,-2.5615592670725817
-0.6849770341392374,1.7744933209774585,-0.13826155046351563
-1.202318484797288,1.194269879354278,1.2729947121454668
-1.9215249502220386,-0.3463710116429907,0.489531248441667
-1.0432571878916468,0.7450795798420711,-1.7043375423622829
-1.3134998586123685,0.5765423598934724,-0.008698570155747092
-1.8964428680941186,-0.18688370006478758,0.5864588186496827
-0.910781553072941,2.121692834949284,2.399821705018959
-0.5854609337650135,1.896486055813655,-0.24804513972057893
0.13492600479941655,2.938582531560742,-1.3123413643647044
-1.8519922736910712,-0.08085665595595587,0.7613453093358405
-1.8906062240660748,-1.0569755197325243,-2.094350536854218
-0.0630534010927314,2.0847256509412615,-3.052105595411296
-0.9679292129902313,1.1851327981618724,-0.6173992613657782
-1.2824889354927655,0.6540331651035475,-0.5688254724233307
-0.6384451102243777,1.723172506362938,-0.9434025389652191
-1.3686671629237468,0.48474865047565446,-0.062142320197761496
-0.42823451146377456,1.3808170933989237,-3.0961019279528994
-0.7178017550768048,2.0369920262031367,0.8194316782466202
-1.373773952830478,0.6411935382730396,0.7017524350027695
-0.8033833542728803,1.7722043168709278,0.7982590348579739
-2.346404890098534,-1.735796856740197,-2.0662660516088907
-0.6252695322086204,2.2421429606703907,1.3241645715641595
-1.9777715273818834,-0.5073135477805292,-0.0030836146944598687
-1.405767194712225,0.011892910927484943,-1.4926426100220582
-2.203218494337928,-1.2529569966960397,-1.2130820342528406
-1.581352003082295,0.6453376565847154,1.2971614062067818
-0.20688304902940327,2.855807469078151,1.0874309602142316
-1.5295636122625618,0.6024492088020144,1.1964174917930763
-1.697751978126694,0.5870052387939324,1.9484623931919935
-1.1778869592858587,0.6866942181297253,-0.938434643163143
-0.590737299536968,2.2112448852571602,0.7474308919646582
-1.7615861978405674,0.02112194702515245,0.1627660896469816
-0.942818750343871,1.4518829028573874,0.2803012029972036
-1.8506095183420501,-0.21668918917839503,-0.021806518994850248
-0.8301945015050008,2.0675217418014538,1.35850054063659
-1.7335937456605794,-0.03346061337789312,0.2891165967849879
0.074789751471431,2.890556273349357,-1.189486817080192
0.535538290597931,4.244003232423723,0.6676618548060369
-0.8250429426829545,1.5873067885761496,-0.39848931073445404
-1.6521004100596848,-0.07807630242662345,-0.2853706151426555
-1.5197588124802466,0.6318259140289932,1.2337176590527714
-1.3061214294909413,1.0433248907104773,1.0341282367646976
-1.6113624213552709,0.18652349651008163,0.16242761997061222
-0.41481250867954905,2.339362684137864,-0.48384134614922697
-0.9372376389764574,1.7471025272957352,0.946696969271342
-0.7797988566884834,1.9535752464684633,0.6395407312417611
-1.282108404472995,0.3794337770642292,-1.7802311596130207
0.26619149306807094,3.303768406990752,-1.0669911908942176
-1.7786558835803175,0.5094081475606798,2.5561263179072666
-1.9745717106589558,-0.35362323895875786,0.2702042175161802
-1.5983546404920776,0.07491691360256665,-0.9314474910372753
-1.6321025499442294,0.22780829874208589,0.07812712989652931
-1.282108404472995,0.3794337770642292,-1.7802311596130207
-1.1775981379041596,0.4770570886344764,-2.36324879160332
-1.073953098369082,0.9570880228869001,-1.2492904952261537
-1.5472225228769994,0.5005824915849786,0.285244029953635
-0.6118987632878672,1.037723553241084,-3.279388025844948
-1.4762357684940366,-0.007363776836814704,-1.6924564174320802
-1.4743380288473296,0.4492142604752979,-0.1964566211196139
-1.6382438098572172,0.8731158041488869,2.3161105803430657
-1.468563510340335,0.6312507867223387,0.7535434099700891
-1.4366584186384994,0.8829183839029933,0.9780056417735028
-2.0846352091013594,-0.848815988277129,-1.0854011631113918
-0.6082021964735733,2.283557771819856,0.8147305773699252
-0.6499062197324366,2.047593451904473,-0.24620106954261586
-1.8427865719992644,-0.11790278878387708,0.4355678052746945
-0.1342458179643187,2.4031297605605855,-1.9401149379644147
-0.9223333465115401,2.074686034083309,1.6964136993281491
-0.7943407160941941,1.5267901491767724,-1.0633445808876167
-2.01381042931542,-0.6494613012248095,-0.798040811241453
-2.0334671233246833,-0.10945763037569252,1.2486462455709921
-1.4856480975826027,0.8821599965109814,1.6116193214746029
-1.8208215516056891,-0.17137751787639013,0.07377633833305132
-1.9504787303257916,-0.700522371101259,-1.5380477013592957
-1.9294327217373575,-0.581620452618438,-0.7590590897530884
-1.5958873021801698,0.36310413712215284,0.02571229721624336
-1.8742009770417183,-0.6066780195914403,-1.6385590022132779
-1.2942224605473192,1.312309504595067,1.4656190750687923
-1.4108602851361214,0.16615621480439105,-1.8921423204285288
-1.2030716188983896,0.7507062643535078,-1.304250356934583
-1.7166954112995696,-0.040225215405544926,-0.6470167349838933
-1.6543224305533488,-0.11356983111401056,-1.2857422767361613
-2.2815912892305907,-1.1196263804270286,-0.5689342849488536
-0.3204542458673215,2.23131717645979,-1.0021781205227658
-0.9832482505832877,1.6430624810220948,0.3832888663760755
-1.5501070647089208,0.5478055806913791,0.7293860588775316
-0.5518848331324402,1.445111364352205,-2.8365251203374027
-0.7017335085454295,1.6353758304891373,-1.0115081439908238
