tSNE1,tSNE2
-13.550099,-27.17636
-8.9757185,43.792046
-70.47591,-4.3011627
30.782787,-25.869417
-3.2622802,-21.485966
13.737339,60.68535
27.955019,14.806418
-4.611046,48.909218
-27.802395,-39.66316
32.96541,-17.33682
-62.492264,5.895323
-19.9834,-38.10493
-73.50876,12.941408
21.942997,24.225271
10.864012,-65.76061
-31.021746,-54.009403
24.439646,-47.642467
4.748274,64.10626
-22.219288,-53.515984
-30.916842,8.076658
-46.034214,34.47193
-7.2846313,-51.616085
6.2296276,21.643057
25.001144,29.992647
-19.852045,45.662666
-12.995037,58.088055
-65.27817,17.483986
64.62867,5.244802
-37.453693,14.841398
12.170868,-5.6561456
32.75864,23.004267
63.649033,-3.1244457
20.918478,0.64482063
14.366816,-48.54467
-64.90473,-5.327862
6.578519,52.17399
-13.816005,44.855927
-71.523094,14.893535
31.377005,27.453108
-21.26482,-12.306186
-57.767193,25.003435
0.682513,12.091462
71.92339,5.897424
-0.59666646,51.093983
73.95039,-6.4109526
-36.908535,-51.925472
-66.222885,-3.2141144
-11.836935,-42.432213
-36.954334,-7.2008433
-24.745852,53.154438
18.956274,-48.117756
33.338306,40.5207
-7.995972,-52.846867
25.247925,13.760251
-62.58864,20.405697
2.8514671,-24.33166
19.26458,50.621048
-37.08545,-34.064674
-7.4832263,62.14454
16.615742,-6.0631447
23.761374,26.597597
20.27562,-59.914658
22.08937,-11.086776
-5.084067,-16.477982
55.230667,-49.858974
72.815636,-7.0636253
-67.36017,-10.131999
52.10349,-44.286877
-6.4944263,-8.265556
57.0167,-38.011215
63.1688,-0.7029841
-17.769882,-11.29188
-21.496038,-48.18393
2.3047523,5.0474486
20.279535,66.341545
-0.47326842,39.51269
17.457296,63.478046
12.64954,-58.118927
33.847977,41.269352
-30.464415,-37.06515
-29.428738,-35.806263
-16.799376,61.91392
-0.860693,68.4088
-36.02538,2.3639395
34.27316,44.513214
