tSNE1,tSNE2
14.898823,58.75373
-56.82971,-9.937041
-5.795214,13.202437
-44.122467,-12.775025
17.408733,-37.63928
69.77517,2.0072894
-12.990751,53.539635
-19.74226,33.118053
20.682476,-15.1813545
23.65818,-49.943604
-50.991493,10.407251
-18.3005,-50.564117
18.366524,-24.628956
13.318469,-64.23135
-41.46636,-5.4176445
20.215618,-61.107582
68.39103,1.4770706
53.152245,-27.945534
-27.724428,-45.851856
-2.5746555,4.275243
47.409756,34.61423
27.2357,17.363316
-38.368958,9.717205
47.462894,-39.147404
0.9055314,45.614883
-9.277943,71.02395
75.246704,4.6208887
15.580493,-7.767472
-57.878696,16.896576
-35.040623,-29.855354
-56.208363,-1.5599233
-54.541485,-11.940569
37.82294,-11.870057
42.705215,0.74198264
5.267262,15.783467
-7.949873,-50.510212
-5.402836,40.55594
-7.405191,-47.441986
-59.945404,2.1118855
-51.335896,27.328547
-13.971845,-28.129797
2.30379,35.7994
-18.913597,4.583249
29.711838,11.222342
18.512875,54.893784
-6.3471484,69.25627
30.632288,26.180788
-11.777559,60.46127
22.23363,-57.251537
-20.379492,-58.224216
-6.3068824,15.750735
24.624256,15.193068
-42.669125,22.613949
-46.544964,15.262355
-30.3923,-46.91547
-59.96173,12.761569
-44.551548,-51.331688
-23.104342,-53.38857
34.01589,-14.387059
73.99792,1.6333147
72.51978,-6.7476563
-60.47399,23.161018
3.9759502,41.26316
-11.217454,-6.2943273
31.959427,12.888814
-65.47735,-12.99438
-7.8585134,-5.2788744
34.764545,-20.617525
2.8769062,40.25611
27.227978,-31.73397
-56.278545,17.535027
9.461821,66.081154
22.526857,13.081526
-43.53107,-39.281994
3.6665618,41.518394
33.21124,-20.576399
13.134535,-57.995796
24.323902,17.110788
41.28674,33.40921
-0.9727664,50.979958
55.613953,-42.48895
-44.221714,-9.025334
-15.692913,-12.806794
-35.38574,15.029477
3.3216999,20.312748
53.95291,-41.596825
-49.819977,-7.6407366
4.6743007,15.207477
36.21644,26.035126
20.89082,63.069904
61.863697,-9.026543
-2.9144063,55.47683
12.543699,-66.85252
-10.054129,8.9565735
-9.070689,-3.845643
-61.73061,-7.8532085
43.888557,2.6185021
-25.860994,-26.783173
19.578485,-11.850388
-51.366787,1.9810989
28.34461,7.1130915
-42.560925,14.331094
73.885414,-1.6593416
17.85235,-26.325865
31.080017,-25.205805
37.004322,1.1437733
-17.04512,3.4382067
-7.8738847,-20.552244
-65.34232,10.022716
17.787075,62.032825
-8.39078,54.093193
-70.35074,-1.8028582
-17.279026,-60.061146
-57.883064,17.271484
-30.927835,4.4929924
47.39607,-39.90408
19.49162,-12.828889
-41.39453,14.86675
-45.19592,-40.633263
-11.039753,-42.637585
-3.4342337,-10.580931
31.129416,-35.304684
-14.686488,33.995514
-35.184784,13.28927
-53.77631,-4.046871
-47.221703,5.9833527
16.337118,-48.12337
36.777706,22.063282
-13.742054,58.960983
-38.155014,2.3738954
-4.820814,-2.7190013
-11.106724,-44.87772
-33.41517,-32.018505
59.652927,-9.430741
-53.243633,23.03134
-35.03615,-0.981743
-26.984478,-29.561914
52.743862,-30.765772
71.495224,8.97463
-12.209992,53.334286
-13.729862,-44.666153
18.246536,58.397408
56.159508,-52.965725
39.678623,20.219166
71.132744,-9.880188
30.745325,25.486591
34.81586,23.792374
34.379707,37.08065
46.56848,-42.068443
-67.01441,16.214355
-37.296696,-3.2669446
-6.2664967,-1.6960227
29.92351,-26.703634
27.198515,-24.738516
64.65832,-2.567836
53.163048,10.223332
-23.81934,-42.064644
44.011436,-40.103832
-42.923058,-37.6499
50.502094,-51.49693
21.421339,25.589287
45.405685,3.3606913
-7.9674006,73.39794
-61.90208,-2.8972175
75.133804,-8.264788
-2.1304522,42.228367
43.10269,-20.373793
-73.08818,1.1774455
-12.849127,-50.030647
3.5102532,51.779697
-3.0628705,62.87273
-38.642574,-56.458847
21.817202,-37.889816
-73.80388,16.996248
-55.796535,-14.095434
-1.2378213,51.52551
-66.68936,3.125961
10.816544,-49.88184
-11.347055,18.937674
-46.211086,17.466215
21.348541,-31.002508
32.563557,38.53909
9.645445,-59.976124
-15.092937,-23.953041
-70.4216,-1.7298974
-50.368683,29.560925
-43.00062,-45.135803
63.65934,4.1627927
-10.353942,0.8796479
-26.784222,-58.728813
20.770979,-31.74314
75.6766,-6.9461856
-2.8481596,-6.9832864
9.980845,-53.416645
50.199085,-44.367096
2.4349608,35.570244
58.81153,-40.91089
25.170107,-64.638306
43.79908,2.7067246
-14.143237,33.597233
-0.5602802,14.033679
-17.095839,-1.3848171
8.051954,62.58823
13.277557,51.73154
58.471428,-37.35632
21.438612,26.423027
-5.3796616,-7.3175135
44.52437,-40.758175
-15.8016815,-20.928276
56.932083,-40.671543
52.24151,-30.675713
26.345915,29.870619
-22.984169,39.56603
37.896706,4.197538
-42.372494,29.161037
-45.199776,-6.4816194
-14.436496,60.250416
-44.66677,-40.183506
4.660997,73.08445
-37.691433,10.127192
22.732805,25.786474
1.7177031,-24.092358
30.728456,-24.578913
62.044563,-9.068625
-25.737875,55.441063
9.395375,40.883316
2.3682942,16.875076
-20.343283,-46.85536
67.33482,-5.184298
0.55428255,12.119127
-3.5631719,5.518423
-25.174082,61.166576
-5.009095,74.661575
9.603728,70.63387
53.200363,9.529334
-7.4163547,58.32484
-10.079027,40.370705
-4.363283,8.762898
0.9262522,-16.403006
13.256108,-57.876263
-8.828645,-44.35271
-2.1305315,-21.308584
41.385918,22.601841
16.43387,-57.450035
-13.392236,31.701775
18.622221,-52.657536
-9.232779,36.08553
61.935314,3.301364
-14.891262,46.278427
-65.39213,17.254398
37.308422,0.72149426
1.6442534,11.514817
37.800564,-14.674831
13.1334505,-60.62342
21.02702,-15.003342
26.132603,-56.83477
41.413918,38.6828
-22.521276,43.26788
-3.4970033,57.23676
17.144552,-66.5981
73.35941,-4.163319
-63.642807,-11.664098
-7.4980726,62.15882
-63.877777,5.4237847
1.8936094,57.833584
54.661343,-27.058056
-12.802254,-23.958187
23.951536,24.103897
-20.737484,36.30005
-55.28054,-10.0643
-0.8311536,69.2487
32.94934,-30.370062
21.313774,25.290104
20.21383,-49.92072
21.918322,-62.32405
8.799393,-1.7796756
-67.96033,12.9504385
79.54257,-2.6132135
36.37091,0.057647895
76.361725,-7.4181223
9.803493,-54.70894
61.637817,-37.657467
-20.343718,6.9575424
54.727997,-26.921144
-56.790333,-0.044168267
7.474687,0.19676831
45.404263,33.20728
-20.943699,-55.02577
-52.95148,-8.269512
-43.37748,-0.60147005
11.549185,-1.1209913
35.122185,2.4640155
42.092052,2.9538414
9.722107,40.967583
21.513872,26.217924
-9.949365,-0.10666936
11.976951,52.200184
62.095524,-0.54500115
16.174683,-35.636147
-37.98451,-40.14561
29.286932,-27.219168
-41.652164,26.427399
-38.023514,-51.296146
-6.1420174,60.122673
-6.7244716,-3.323768
35.832962,2.9259772
-16.858278,-49.56487
14.015531,68.78211
28.263075,22.516266
80.30286,-11.311422
-12.33753,-55.074013
-66.70463,17.262377
45.503105,3.5418248
-53.36351,5.7421055
74.736046,3.0607448
44.248955,-40.058487
-25.41457,-38.18123
-14.056569,64.92867
-45.92365,-2.6598768
38.374382,35.51815
-38.40301,-45.84618
-26.374186,-31.762184
-40.78563,-42.438374
-66.033394,5.333389
-2.606755,58.995026
30.898869,-24.49909
63.452927,3.9714055
37.171776,-13.736978
-13.491202,-24.107216
-66.19408,19.910952
64.499504,0.8340538
-9.267078,44.627476
57.827187,-42.107662
24.73567,-52.779533
14.138514,-3.4355893
20.542719,-62.95885
55.23973,-34.86947
-7.6449265,53.6032
-42.62727,-37.461613
27.838923,-31.290794
55.565117,-34.934574
5.502563,44.541927
-23.884026,50.62098
26.484669,-66.45181
42.58184,0.62964076
-38.878956,9.730077
-10.989311,1.1162193
-14.057239,35.59549
-8.952752,47.41945
-3.4902313,-26.204308
13.855443,51.446033
-5.122785,-2.9036884
-45.36804,29.22828
-47.805614,0.35114014
-18.039848,33.73538
33.74816,36.746773
-68.45262,10.626199
-18.699453,-53.82539
-8.64841,-44.368626
-30.630032,-41.5282
-17.122435,-61.9689
-35.57618,4.5495787
-16.463907,43.009644
11.375467,-53.009785
14.907616,-3.878466
20.448086,-32.26893
22.235264,-54.880512
6.942781,45.130974
13.502955,-48.75379
43.43562,2.298179
3.4514961,9.536798
-67.73455,17.833063
-0.66518205,69.57358
-57.204178,-8.861137
-53.39966,14.032792
68.5744,-2.3816133
12.436046,-48.799915
-30.467443,-54.205997
9.739766,-65.232895
58.37185,-36.13077
-29.729378,-46.363102
-40.288498,16.778921
-40.765404,-43.5574
-45.48073,18.449738
-54.085644,24.877832
33.087086,-0.27847278
-42.231186,26.522478
-34.636093,-46.986935
-4.073862,57.86008
25.687943,-11.681578
-21.688835,-40.967606
43.019157,35.37612
48.88347,-51.04039
-0.698083,19.379007
44.444744,4.349969
-63.690784,5.2709637
12.999995,-60.481052
-22.639263,-37.08875
70.09178,-0.4509917
-12.022601,-11.277011
1.6185561,-21.691584
36.652626,-30.755754
41.74333,43.094875
17.277462,-50.717987
34.457146,-17.43076
-66.70203,-4.6796484
10.555396,-63.18519
-31.65646,7.546437
-33.55551,-31.696585
31.590967,13.251325
12.494815,48.990143
56.788326,-45.62899
43.442554,37.545227
-13.940589,45.170013
25.53469,-22.556372
-46.075844,17.6695
-56.8106,-5.3197823
23.941689,-14.539765
31.683348,42.114323
-6.7002773,58.693134
-64.76128,-10.746624
19.966791,-23.1223
10.426733,-9.064182
71.10636,-9.660054
52.52539,-41.48805
34.472775,-17.006567
13.558838,63.252415
-48.339268,-45.787086
65.95592,4.0173965
-3.9056797,-18.603237
50.01645,-36.51768
26.269928,10.078163
-70.809326,11.951883
-25.32832,60.90503
19.150818,57.690582
43.892056,-35.72278
46.0491,-46.169
-17.016714,-11.541415
44.657597,-4.345622
13.938249,69.76606
-7.3311243,13.205475
-4.7419786,49.114414
11.77668,71.17615
-67.73136,17.881565
-55.18463,-10.3952875
-41.467773,-38.30711
-69.38857,16.224442
77.940994,2.0728266
-34.102314,-41.603935
-48.71265,24.728138
47.907585,3.017098
-35.82687,-43.398586
-11.304141,19.1459
34.948086,-12.807863
-0.48002487,39.516888
16.920712,59.51454
-11.021265,53.91333
-33.931217,-39.09502
29.85969,-27.478098
4.4952927,73.1973
-56.258507,-14.465786
-8.481665,-50.695816
-40.39048,-7.649866
-19.828812,-61.42652
8.3463335,0.059994765
21.412573,-29.202156
37.01519,36.4182
-15.1475935,51.633347
76.86098,0.31741807
-2.084522,-7.4156504
-49.352192,12.076435
7.135896,51.14363
2.7740848,9.033983
-9.552845,69.29961
-10.465908,47.59265
-44.073837,-0.9240454
19.76786,-26.45784
40.704464,41.04588
21.516603,-50.7412
-13.292411,-9.17436
35.861183,39.87058
31.850607,24.540863
-13.183707,-51.0374
40.611443,-23.284782
26.114986,36.33064
-32.76599,-32.798447
66.21763,-14.588539
-37.61999,12.472119
-71.86496,1.6908736
42.68755,24.074303
-6.429503,7.0339065
-6.3549814,-52.40594
77.70687,1.3592261
58.417416,-42.198025
-56.56613,0.46935624
-61.602753,-3.4972003
44.574062,4.5873876
12.889358,-60.854687
9.754174,-5.7354193
24.607918,23.521519
28.37486,-24.360003
-40.46107,28.71374
-32.27556,-37.342587
-9.633663,-44.030663
2.2787044,16.288635
36.27249,37.86936
54.32175,6.065242
6.0414524,51.98218
12.179501,50.390224
-37.715126,-1.347579
63.37436,-2.8821833
-6.4243236,-0.5717771
12.5437565,-66.85271
7.200457,40.323368
42.706615,28.561026
-23.30539,-61.74345
-50.72392,-6.3844576
31.003647,-31.678381
-3.0950785,-25.042128
-11.84282,54.300835
-1.3972455,69.0999
-12.650373,64.56933
-20.13457,-53.849194
27.978025,14.556428
0.7885056,42.58425
-27.064833,-50.340458
-44.429634,33.900856
4.657674,71.00919
-60.286465,12.639375
44.371918,42.19143
-31.135775,-29.803719
-35.80732,-53.737343
-50.371693,1.6563226
-18.437895,41.627663
-60.026237,25.760752
-44.631386,-47.75744
60.272354,-38.96762
52.361412,-37.34845
29.827312,-30.489918
14.781874,67.309204
57.789364,-28.903482
37.32848,-28.907644
-19.770529,-40.518154
57.983246,-48.14966
-6.3419676,69.19763
11.3562355,51.419968
-15.725906,-9.936056
37.866722,1.5440078
-10.523617,33.554108
11.537953,46.505352
18.907225,-60.074955
64.51181,-0.030059513
53.35951,-50.64892
-11.274868,-49.207275
-5.400838,-53.908474
-55.075993,20.764753
-4.8001294,45.303654
30.58585,-17.562065
-47.42744,-44.11909
-33.43983,-34.70602
-33.16175,-31.86692
6.3195114,12.6332035
-16.47506,-56.778397
-22.540243,-56.56792
74.57882,0.092862934
15.250292,60.89947
-32.906,12.1945305
37.118847,36.60753
-41.123318,26.355679
15.425571,-65.21467
1.3285434,9.303599
-30.639847,-61.55281
76.34074,-5.2924347
42.68105,28.558695
-51.93579,22.542107
18.31856,-58.059265
-56.218964,-8.148396
35.93302,-18.937958
-38.063354,17.00551
-21.724142,-37.34777
33.561226,-17.663616
-8.009003,13.514144
-21.633648,54.317207
-2.1649203,48.00348
42.152565,0.5319368
-48.9088,1.7870349
-22.437836,-45.82491
6.4455476,12.297112
21.308828,-10.923294
31.194073,10.602987
9.1332245,-63.973663
58.28017,-33.829952
18.445509,16.87236
35.949886,41.9327
-52.7347,8.931135
-65.137825,23.326984
-14.926953,60.273903
24.982912,-52.771717
-16.807463,32.58657
-13.247551,-43.283417
-14.338813,37.566174
7.864889,-60.94626
-44.659695,28.721249
-24.775398,-57.682255
-40.74039,29.955034
34.004745,12.5019655
13.982549,54.891865
15.197626,-36.808212
-21.519592,37.100273
37.905033,-15.851833
-39.522633,-44.02415
9.319314,0.6297369
-22.959696,-53.55036
-32.553684,-47.291264
-19.145136,-53.49192
-20.040453,-0.8469817
-54.96575,20.902544
-67.02391,1.6011863
18.758669,-0.09865605
-7.1063595,-0.93689346
-54.67773,23.354069
37.91373,20.324583
-3.574414,-4.2400146
-28.874485,-33.840908
-64.57964,8.670019
4.8582993,16.624811
44.219,-4.3480706
0.30816424,68.72605
-35.26437,21.997015
-52.24487,-0.9480198
15.122657,53.630524
19.517105,-62.32762
49.051006,0.2991337
-12.846669,-24.379377
28.457163,18.110376
-23.553837,-61.080044
21.358046,25.377466
-38.439312,-45.49782
34.779232,23.61532
-16.17169,-44.683533
-68.60057,-4.874519
18.904995,-36.454372
-4.9436316,45.25554
-37.409393,-6.84676
-55.88423,-4.3733625
-41.149853,17.945724
-1.2958305,40.16308
-19.45422,-25.158636
76.77053,-11.751758
-59.884018,21.860212
-58.402134,-12.067293
42.171577,-20.843237
-24.413935,-46.566387
6.875542,48.400974
19.765211,-54.013855
46.803986,36.94974
22.882315,-11.607376
-23.080103,2.3486316
7.244587,16.085773
-15.90709,14.137164
6.2429247,65.25567
-9.472373,36.995422
-0.98684037,67.36817
-15.407956,13.8465395
37.577297,40.044975
-65.784004,15.575961
-2.2747033,-20.692091
49.38195,8.82581
-58.097755,-11.496435
-69.59925,11.5502405
17.352884,64.01917
-33.928455,-29.80128
61.81331,3.222719
-1.4177539,35.909065
11.725602,46.57883
8.575022,68.39974
25.560505,-11.770777
76.68104,-11.9559145
41.358234,40.38784
-22.806057,-59.670547
-46.942184,-5.380541
28.440248,23.706455
-14.881853,61.106945
-38.906773,-42.514553
6.2590113,48.44699
-52.197323,9.78679
-60.95668,15.938183
51.368805,-29.308002
49.723816,9.284411
-49.854317,27.257057
17.566936,-62.53614
-6.1567707,12.8753805
70.19904,-1.3651553
54.35226,-51.633335
-26.351847,-49.710293
-37.81991,4.008214
45.420483,4.751001
-17.859648,57.952156
42.95249,25.430368
40.990818,34.55926
59.64692,-10.503796
-9.416283,36.903984
-44.028423,19.940016
79.48203,-9.411069
24.073364,13.813841
42.69015,25.78441
16.061138,-54.458572
15.980132,58.16869
-42.284756,8.264653
34.909866,40.742092
-36.855354,-28.065443
59.79298,-35.94061
-8.441539,13.650703
-41.945385,-41.98214
-50.361828,-9.206321
10.675916,-61.31522
0.79788256,46.98957
-53.101517,-2.3359356
58.809624,-10.360331
43.354,38.026505
9.941826,-5.4817424
46.83366,37.124054
-18.743805,44.878086
54.4374,6.0541415
-11.37542,-54.954643
19.51421,-12.046654
-23.22768,50.347233
-9.433985,70.674545
-72.08506,1.1658641
-0.83329546,18.570606
-35.83057,2.316042
20.553732,16.442648
53.308376,10.413555
-41.980423,-36.367714
-8.409361,69.78441
-44.114258,-6.354098
0.8353158,45.746063
-4.2812357,63.434967
-49.545033,27.009506
77.263275,1.0326458
-5.263287,6.947193
-51.059837,7.1824107
63.273914,-48.76447
-1.7697383,53.031055
-51.424004,-7.5777216
-24.342804,-0.9784847
-52.921154,31.396948
14.556309,-3.2257142
79.873665,-1.8696793
55.526657,-49.403606
-0.9634541,59.555866
0.7113461,-21.16464
27.441662,29.261347
22.877785,-11.415393
12.543692,-66.8528
-0.23256049,64.922424
46.647884,-40.6209
24.890753,-61.124454
12.404504,-9.223857
-16.789639,1.0869904
53.987514,-49.970512
-59.587933,7.5397735
52.782875,-30.647327
-2.477328,-17.17113
-9.615916,60.12871
-34.979385,-0.5622668
-38.68998,9.7262745
19.307495,-32.46172
-17.900671,54.022583
-43.300644,-2.891006
-42.437904,-11.593335
56.834408,-50.233505
-0.41726565,-17.782465
63.679127,-40.431984
-4.407694,-6.107209
-61.018997,1.0596611
-64.37752,-13.929779
-31.500769,-34.01755
-7.133596,-47.371532
55.24838,8.099164
-58.807125,-12.728073
-35.089294,14.777197
34.29108,40.038494
-21.52415,-40.056896
-61.079746,10.769632
-19.643494,0.25415856
-12.662713,18.431194
-0.9239849,-27.044617
37.20375,-28.310474
51.418575,5.593064
57.141552,-50.085705
18.119293,-5.1817884
25.773272,29.481441
25.610634,-14.281075
79.530136,-8.778951
-38.653313,26.903322
32.31499,23.030573
3.5622466,76.72382
-16.383045,-57.24816
29.358326,-31.112972
-34.813747,-46.454754
-54.289474,30.508064
55.640987,-34.896873
-42.099133,14.445961
1.1945217,60.306957
-7.5614033,-43.851925
9.046084,-0.84502023
-49.36231,-4.9495044
-36.747883,-38.886974
43.494507,-48.463737
4.310883,18.088343
33.382706,-30.466845
-57.69167,-3.6403449
-42.327675,28.596844
-45.14574,25.774519
10.074798,0.9207828
-32.064095,-50.895706
-18.875643,44.151432
-68.673874,14.646682
-38.006805,-28.821531
-55.16179,-10.991616
35.78969,43.115673
-32.804806,-51.480854
-31.454962,5.099365
-38.21362,20.995756
77.53714,-6.512303
-9.692398,-50.546673
31.589167,-34.215477
12.381058,68.480896
-60.211494,11.104888
1.8896176,16.911432
-66.55183,3.3936262
-7.710251,72.90215
69.560394,-4.8204875
60.799435,-35.04029
7.2395406,51.222076
28.83918,-26.969856
-22.26477,-10.226543
46.715027,36.68902
43.676964,-3.1015232
71.44817,8.836021
5.723272,61.11918
-16.66896,-23.384222
19.18613,-32.160847
-57.6552,-1.8472208
-52.35112,-6.497995
-7.983335,-7.8664913
49.756725,8.240394
-43.947445,33.44686
0.60851574,42.014866
-23.851551,55.326347
5.56286,37.641205
-14.853135,60.0568
34.7014,2.6990848
-50.922638,-9.6210785
37.557766,0.44260305
-38.208767,-1.3006121
33.027626,-33.783054
20.15507,-57.06455
-8.772463,-30.127146
51.662342,-49.83033
-0.72654617,48.601948
-10.198196,-48.631645
30.302042,26.142141
-47.1657,-48.830822
-56.781548,-11.53907
-5.6421447,15.838683
-28.400667,-58.892265
2.3770359,39.27338
-51.816242,-0.57022905
76.20323,-6.288567
7.2279143,16.119131
80.261955,-7.0508842
49.926075,2.7674713
-36.61863,-37.83937
52.815952,7.767166
16.564919,61.62869
30.514456,-17.534504
-69.57626,3.8523438
66.09679,8.514045
66.06937,8.6922
-11.144582,-55.140858
21.326658,-60.068336
13.26633,-54.303043
-12.762267,-6.684261
54.52907,-43.00931
-50.943874,26.182865
-8.506651,48.15677
29.257647,15.922752
22.22007,15.571095
5.1797504,44.178013
-5.3579707,44.228
20.247637,-58.692326
34.86727,43.209873
74.69911,5.0176816
-2.2567933,3.2094543
7.8657684,43.05113
52.309185,-43.078552
-5.959161,-20.795584
19.687717,-63.651497
-7.850878,54.16716
-19.840786,-2.590961
-41.594955,-3.1135201
54.317146,-28.934286
-54.832096,4.771062
0.9793175,31.983517
-42.61559,-6.2581635
-9.105298,19.048567
-19.911757,58.84517
-40.012535,14.743225
0.6952768,74.5524
-2.8769894,38.270927
-18.770655,43.371067
-46.955902,23.992193
15.106471,-62.03154
-44.038692,-12.780602
19.37899,-38.70622
-61.552616,7.893753
-41.50653,22.42911
34.412186,-33.068253
-34.50816,5.915257
-38.38519,-56.05034
46.090794,33.239464
-13.259559,-46.784885
20.860891,-14.838327
15.617653,-4.0513034
-64.43691,8.994755
-5.674431,-11.0921
1.9773288,5.35379
-11.489079,-53.25033
-41.422684,-42.07673
-16.412516,57.75958
-23.299221,-4.384583
17.456451,-55.483006
4.7276273,34.09357
-31.684093,-44.742626
-46.172256,-6.633575
12.544462,-66.848694
-20.22208,54.600166
33.216408,14.407021
-31.602758,6.006318
-0.95058095,-21.10345
-12.296002,52.673874
9.460888,-55.70204
27.95333,-62.42166
-5.491424,72.872116
-21.15231,58.06003
10.983926,-49.68116
5.6676097,48.537037
-7.8957253,18.88799
59.165596,-47.056313
-16.663582,43.627724
20.55794,-15.289498
-14.3243065,53.690685
4.608834,53.061478
30.73766,16.172096
13.96723,66.7337
63.252327,-0.43568748
-5.6054215,-45.152668
-59.266056,-8.952915
-10.494065,-27.29523
37.493305,21.060452
-42.828506,-8.714132
-50.955505,3.628525
23.434502,-57.221695
-32.93049,-46.778175
38.871418,41.813484
-68.20382,-13.64733
-32.446598,-40.503593
-39.77098,-52.283157
-45.784603,-47.36797
31.493717,8.498387
-20.577116,39.991333
69.29419,-1.5370585
5.057847,67.68735
-8.551224,46.629257
-24.036577,-27.750038
-46.235767,-44.46056
-69.267334,13.556325
-45.56095,-45.30027
-8.610265,49.361122
68.80159,0.64750683
-63.014435,8.53885
-29.743322,-35.888885
47.444897,3.3249555
-13.806562,18.049286
29.26015,27.591713
55.36785,-27.513947
-18.004183,55.110134
72.02461,5.8667836
-48.46528,27.994846
11.431878,-57.546177
-59.94852,25.308386
-25.983702,-58.42103
8.1059885,1.0697657
-3.9130409,-18.66748
-11.087766,19.0754
-16.980907,55.36996
22.521126,-58.363422
28.1617,-23.511831
38.161053,-16.171131
52.472134,-52.45685
0.042607587,18.15573
-57.806377,-4.7976885
-13.513052,-47.991425
-21.3542,-57.222614
-15.557259,-44.784878
-64.06263,4.50117
-55.83103,25.304962
-5.0591745,66.016266
41.025433,-19.674337
0.3671776,-23.254448
48.655872,-55.787872
19.3974,-56.572075
79.87332,3.0575895
-10.956583,-6.419298
3.7390177,49.23744
21.6365,-46.57952
35.04146,-27.110779
2.9114583,8.163144
-20.062677,-36.847034
36.654053,41.830025
18.793211,-38.655334
0.12857635,44.501534
-62.674107,8.829353
52.778957,3.5075693
-49.13143,-7.2186246
-1.7486639,55.518723
-38.506653,-33.668064
43.339996,-47.624783
31.337288,-0.4213788
-71.98471,2.321694
-32.34061,16.547207
74.12502,5.958864
34.816128,-20.33492
-1.3674986,-8.227936
-19.778925,-59.113094
-2.7122054,41.433327
-19.117325,47.000217
-59.810085,12.949501
-56.15664,-11.70821
24.89353,36.210743
-16.52551,3.82681
28.263798,-23.290997
-47.486805,-5.1064157
-71.496544,1.3914555
-15.604761,-22.151236
44.140816,-40.123245
-15.356777,-22.721733
-17.577452,-48.56182
42.460545,-20.449795
-7.4255576,-51.967945
-54.88692,4.542236
0.4554994,51.756035
-20.325,-12.486379
-1.1318221,41.775627
15.409348,68.86983
-1.9823141,-16.690794
43.09618,-15.908167
-6.6817875,-52.327293
-0.70856094,-28.357105
-11.55994,46.717644
-8.432725,49.20387
51.605038,-53.740932
24.812202,-63.569923
6.0973477,21.787325
-43.339794,-48.23319
47.58128,-35.72611
-11.552902,-24.226551
58.08185,-48.920406
-49.613216,-1.8414648
-22.533464,-51.040867
-67.814804,-12.327478
35.544193,29.009182
65.62266,3.5039368
-44.66148,29.602833
48.02538,-47.65546
-8.503179,-44.486866
-10.265969,0.343559
-17.713335,44.46297
10.127931,0.6010822
9.662284,4.265931
-18.556074,-6.0722957
20.639935,13.477446
18.362722,-62.122875
55.49292,-48.501633
32.528446,8.182651
0.58424366,46.87363
16.081627,-48.18646
14.739581,-65.86188
-8.456573,-50.75676
18.00488,-30.356943
-6.0353117,8.6878195
-19.871803,-59.103893
69.9187,-2.4448307
-68.14785,-13.9717455
-2.227009,3.1654956
42.38028,21.137417
33.771996,-20.561274
46.934547,-43.31031
-34.260693,6.1072197
12.5251,68.4565
-9.813851,-48.80075
3.1713293,20.390223
80.489555,-7.8075423
-8.395407,-3.6315882
19.596548,-32.519276
38.76165,37.641533
23.204134,8.050703
-15.711157,-45.3916
-17.336306,-62.20195
37.473495,-13.686466
37.13912,-2.786473
21.51824,-64.8297
-33.591248,18.60725
1.3508102,46.663765
-37.618332,3.9970272
-7.599462,-4.8862753
-2.6180897,4.171244
-16.470804,-8.168006
-6.892819,-52.284786
20.549818,-32.08258
72.80325,-10.062385
-64.135376,15.628379
66.46455,5.316579
-34.281563,-47.23696
15.43448,59.8847
-38.069317,-0.9759558
-33.670685,-46.989086
60.09831,-43.119076
-41.19319,-49.15882
47.356564,34.411167
-66.37745,-3.647903
-8.003219,72.47744
-15.422325,-58.863758
-51.174152,10.55095
-36.776775,-52.820972
-36.936737,-33.893475
5.4461436,66.561424
-54.600574,24.47896
19.772512,-65.62805
20.367786,-30.768286
-59.838604,7.866
70.174255,7.1375937
-27.315058,-39.666103
18.64559,-14.471451
-1.7054514,7.6695747
50.460213,-51.48594
-8.916062,12.182706
-35.31057,-35.403473
-7.0902424,-46.776897
32.90227,13.955672
16.136023,-4.124422
-4.6947336,8.095026
-61.612034,-5.77415
15.640184,-28.989801
41.133663,26.376446
-43.81047,-49.50244
18.435658,-14.813606
-20.678476,54.719227
21.345081,-29.5465
-46.735397,17.188774
-15.486857,-55.36989
29.103605,26.710384
26.104885,-22.634726
21.558567,58.799164
-1.8940537,51.139194
-4.9345903,72.78814
-58.241768,-11.878485
-57.811,12.555218
17.451023,55.050022
9.738908,66.30796
-20.0319,-47.268326
51.418495,5.443397
1.3756043,59.7735
34.09046,26.757189
40.319096,45.55975
-33.538548,-31.715218
-3.3486185,61.14946
-40.99166,2.2130427
-59.540653,23.643381
-50.70816,10.431346
12.260371,-58.593536
-60.186527,-6.304322
-13.31227,11.528169
75.792755,-5.581529
42.631653,-36.499783
-61.42875,17.394642
-45.766,4.498312
-47.503605,-46.58362
-18.594482,-50.6536
-34.36075,-28.829363
9.472489,-5.410133
-70.64065,-1.809171
26.799072,17.304811
54.424522,-29.287613
-38.85524,-8.338592
25.871317,-23.05317
-65.3293,20.31128
-2.2338986,35.177265
-35.03823,14.443967
42.714443,-1.0840166
-4.295534,58.078556
20.67281,-60.23802
-12.278791,-43.371166
5.2193646,65.87706
-21.326385,-48.93795
42.60607,42.09641
-23.674122,61.01233
30.851557,-16.882748
35.41168,20.198689
44.2888,36.707287
-51.274475,3.4658866
-10.352841,0.87399834
-20.115788,-44.897755
-49.027313,12.571825
-21.680996,-49.17674
-50.95422,26.21646
14.604241,-35.945538
-8.579646,-30.237684
27.259336,-61.07753
-11.746221,-6.2869954
-40.501736,-5.611443
50.788624,-38.11886
71.125656,0.43288165
-23.90634,-36.982086
-11.819116,-24.689346
11.941795,52.2709
-36.53268,-28.868473
-21.378546,-33.97752
-38.22417,-28.207434
-57.760933,15.5607195
7.690939,1.4470148
18.54381,-24.46568
-44.43496,33.91671
74.98031,7.5923185
34.34336,13.743429
-41.186783,22.723139
